ensemble_geneid	gene_name	Opossum_ESF1	Opossum_ESF2	Opossum_ESF3	Opossum_SF1	Opossum_SF2	Opossum_SF3
ENSMODG00000000057	BPIFB4	0.0831479089866667	0	0	0.191135695410832	0.837426117861444	0.819599372589418
ENSMODG00000000058	NPSR1	0	0	0	0	0	0
ENSMODG00000000060	GYG2	0	0.0116243961159245	0.015821760630283	0	0.0227566085867672	0.0356354820508544
ENSMODG00000000063		0	0	0	0	0	0
ENSMODG00000000065	DPY19L1	39.2643990449088	39.6852254679357	38.4282501771385	25.384319454108	25.6498693864392	26.988282399023
ENSMODG00000000067	MICU1	80.8606121218324	82.057468716767	75.0801942902014	62.0954365891588	74.8761091567244	71.8223762976152
ENSMODG00000000068	DHRSX	16.9093646124616	16.919114806819	15.4240411224463	23.7709093193387	24.9299595259312	25.066666239861
ENSMODG00000000074	ASMT	0.812705292651184	0.958169994115062	0.414956273354799	0.311366802381492	0.0852622962406666	0.133515634182705
ENSMODG00000000076		0.0449927263856912	0.154315333616372	0.105017940102193	0.0689511510348937	0.0755242167207739	0
ENSMODG00000000077		0.271057097797583	0.232416825094451	0.158169221713947	0.415393784522001	0	0
ENSMODG00000000079	DPY19L2	0	0	0	0	0	0
ENSMODG00000000082		21.8540860722698	24.2611192713804	17.6235661705339	26.0168380153803	28.4970052446119	24.0381123922542
ENSMODG00000000083		24.8099846534373	26.8774581254963	24.3234271540081	36.7435962604939	39.8545099102281	33.5715467913455
ENSMODG00000000085	TBX20	0	0	0	0	0	0
ENSMODG00000000086	P2RY8	0	0	0	0	0	0
ENSMODG00000000087	NOCT	8.87733040092164	9.32301838923924	9.07532750239335	9.43875946794837	8.08601668152238	9.67755110107321
ENSMODG00000000088	MCU	64.7326319671208	64.7473538934343	56.4596772042589	45.3947687646077	51.0660645755105	53.8119689225874
ENSMODG00000000089	ELF2	30.5922808928413	31.1495844073331	28.7429301547538	46.9522986921998	41.7997640966018	38.59146999565
ENSMODG00000000090	ASMTL	35.4295213455417	39.3617198278149	35.0906036107319	46.3945953343725	39.4630725713433	40.0052975468358
ENSMODG00000000092	TYRO3	14.1041678557211	13.2685293123045	14.0809970705973	10.4999707185096	10.9399049221007	12.0797162431201
ENSMODG00000000094	APPL1	60.2434873467367	57.7050204979644	56.6776304014273	54.5854398146585	53.6951500316359	56.310657233729
ENSMODG00000000095	OIT3	0	0	0	0.0246120252833084	0.0269582726834593	0
ENSMODG00000000097	CCDC82	14.7967107073077	16.200173087498	13.8936050773363	10.5623864915612	10.5175377390752	9.37513531373989
ENSMODG00000000098	NDUFC1	341.880445207614	352.694041280779	302.715348902938	315.769407655004	338.142515772251	382.760712707622
ENSMODG00000000099	CNTNAP5	0	0	0	0.459674340232625	0.587410574495023	0.131407096248674
ENSMODG00000000101		577.990666830109	601.627113192092	518.925982007277	730.593762931759	775.11520613307	793.331182544368
ENSMODG00000000102	PLA2G12B	0	0	0	0	0	0
ENSMODG00000000104	MAML2	21.6226419040684	22.5989926150808	24.5338377494139	16.0204072396165	17.5716265698256	17.7614245448472
ENSMODG00000000105	ASB14	0.0403256009916675	0	0	0	0	0
ENSMODG00000000107	NAA15	52.4253924530442	52.5631499108189	46.2905952728256	49.6192762597319	60.1475972614716	58.2804578799592
ENSMODG00000000109	TBC1D19	36.3401879703494	37.8564712266605	32.3098923066603	29.8329629182899	38.2046010586995	38.0328601310072
ENSMODG00000000111	RPAP1	9.17368165460985	9.18990620578728	11.4179144978139	8.51073817986256	8.97357272130926	8.06630081391168
ENSMODG00000000113	CCKAR	0	0	0	0	0	0
ENSMODG00000000115		0.428496063316873	0.49708714390308	0.529494690179034	0.502158105503434	0.296169187708781	0.39752842027311
ENSMODG00000000116	MTMR2	12.9534433531474	13.5984881881004	12.1985077692511	11.6093449992363	12.6675212890114	12.7683716577499
ENSMODG00000000117	LTK	0.0254407781227651	0.0654422805447642	0.0742269453219623	0	0	0
ENSMODG00000000118	RAB33B	26.3140842358931	28.7053687269355	24.584534505625	31.0870558944127	29.8835364966299	27.7170479101794
ENSMODG00000000120		0	0	0	0	0	0
ENSMODG00000000121	P4HA1	636.881420070949	628.987294249591	606.55251323447	379.788282853437	426.135855090269	413.522277971676
ENSMODG00000000122	SETD7	17.9495175998571	17.0705576337891	19.0942564750129	55.9888289138489	44.883672045801	41.2664204054711
ENSMODG00000000123		18.7337222575436	21.9369956317366	20.6123934328656	16.8542424496179	18.5391701077027	18.6191833914456
ENSMODG00000000124	KLHL1	0	0	0	0	0	0
ENSMODG00000000125	GRIFIN	0	0	0	0	0	0
ENSMODG00000000126	ITPKA	15.4455507636053	15.1670884298607	16.4550886624052	1.37503452317211	0.322739060607494	0.33692665458925
ENSMODG00000000127	SHOX	0	0	0	0	0.138273891207831	0.433057214959734
ENSMODG00000000129	RBPJ	34.1248868354902	36.0257752065876	31.0113029966042	47.7088466519844	33.70415321741	34.3384220960724
ENSMODG00000000130	LFNG	3.404548951535	2.91921689056414	5.13788100997212	4.22793845981308	2.75888463200098	2.77730203289307
ENSMODG00000000131	CEP57	19.4855898668243	20.6810472742339	14.5596252748613	17.2978658394181	18.1490969591768	16.24022606665
ENSMODG00000000132	MAML3	5.67484478833805	5.08395132238191	5.73238617991632	9.71981227546643	9.28557783627961	9.2759364286046
ENSMODG00000000134	PPP2R3B	1.16944242876378	1.04883643681677	0.894181414474007	1.77156566702475	1.44405417715595	1.27198242938037
ENSMODG00000000135	RTF1	39.421890966592	43.1795114995477	38.6982445672925	44.8231944532863	42.7990426706785	38.8168691088958
ENSMODG00000000137	SMIM20	47.9251011692227	52.758349044343	50.1576672177748	54.6493994981837	43.2507869011829	42.5332682775961
ENSMODG00000000138	BPIFA1	0	0	0	0	0	0
ENSMODG00000000139	FAM76B	25.2180249734341	24.8850545736598	21.2835584138897	21.5170304331368	18.8282540640465	21.1335753264842
ENSMODG00000000141	NDUFAF1	22.2968363201456	23.7698039362439	21.8367049259434	22.7563832546804	22.2248026964531	22.8392757943473
ENSMODG00000000142	NUDT13	1.37284198926418	1.81921308180754	1.9226179346822	2.10387418041148	1.38266103323101	1.57466481542249
ENSMODG00000000144	KIF21B	1.74160131837508	1.65281083667698	1.79574266712903	2.97994720850539	2.38415631113135	2.31118058864827
ENSMODG00000000145	TTYH3	12.473372634614	11.5824065657315	11.1358517419942	53.1178740764105	24.6041441437337	26.9700282257889
ENSMODG00000000147	TSN	40.464110664635	48.2436698420276	37.0294778799648	31.1039641610833	37.0878631792102	39.3372855971227
ENSMODG00000000148	BPIFB1	0	0	0	0	0	0
ENSMODG00000000149	ECD	47.2375603896211	47.4547339027199	46.3721653584174	40.8701159230534	39.9747427552599	39.8740977057192
ENSMODG00000000151	NUSAP1	34.0906426845594	35.5520642582768	34.0167245021169	5.87742263388617	9.08432874104851	7.95284591202534
ENSMODG00000000152		46.7451816460359	49.179190214312	39.6014291013528	25.4640377317324	34.8643836137944	30.0604306078638
ENSMODG00000000154	SEL1L3	6.10942877403249	6.44739111752533	7.29000597574999	0.405115621733011	0.52590816547827	0.488977228688903
ENSMODG00000000155	PDE12	24.5187957359716	23.5761273788221	23.4819227841558	27.0979769166124	25.8392245469982	27.3683389074882
ENSMODG00000000157	ZNF18	2.52937251733319	2.21494504352261	1.75858821373456	2.22678307440816	2.43906076950375	2.97066206108896
ENSMODG00000000158	CHP1	223.295021771127	223.144843023506	220.502506544059	233.029677414068	273.970927636964	268.990705370881
ENSMODG00000000160	CLGN	8.84906044151128	9.12169470665989	8.57789743159088	15.4137608554424	23.4578299539722	19.8284920551198
ENSMODG00000000161	FAM149B1	6.37616289261516	7.53995089063391	6.54182899609679	9.55668404027863	7.40973164997173	9.07075138037403
ENSMODG00000000162	IQCE	30.6677016280093	30.1113814482448	30.878409253899	19.8436485368803	21.1969935260661	22.0761247197492
ENSMODG00000000163	SESN3	23.8790163826504	24.0444529523504	24.0219118566251	78.4167542543506	24.1662713816541	21.3531388268219
ENSMODG00000000164	EXD1	1.43872393474698	2.12947705542981	1.73903620812715	6.53576968447456	4.60004504549139	4.23199410143275
ENSMODG00000000165	ENDOD1	42.2074623713245	41.5774544861712	43.2337317259354	30.1272330567239	41.9371036594827	40.9856928155572
ENSMODG00000000167	DNAJC9	95.2012762374701	98.033594922093	77.0205328140404	43.1961789491265	47.1240246757819	45.2282079316983
ENSMODG00000000168	MRPS16	114.848726557473	112.000444766309	122.886782091184	66.7253594927184	75.6964649344103	78.2455156412145
ENSMODG00000000169		91.2321886383127	97.1508518425279	89.1177205558501	87.7222067327371	95.6884786311187	75.5416702148788
ENSMODG00000000170	CACNA1S	0	0	0	0	0	0
ENSMODG00000000172	UCP1	0.0950007191637268	0.0814579869302581	0	0	0	0
ENSMODG00000000173	DACH1	3.86001833336299	3.86138350674584	2.49643898441057	0.419011803331275	0.458955909631689	0.697559226491726
ENSMODG00000000175	CDK5RAP1	8.37010564572551	9.23893732312877	7.69076940844339	9.14173699785146	9.85593689384203	8.8662284771028
ENSMODG00000000176	BRAT1	14.635258273294	14.8637974035447	15.7866981071675	17.245967279671	14.1675100869135	15.6493465069986
ENSMODG00000000178		65.57598422083	48.8132019728981	76.5307565940308	40.8605642190333	32.0548108448265	32.6746949872859
ENSMODG00000000179		0	0	0	0	0	0
ENSMODG00000000180	AMOTL1	21.4594402937795	20.6862048394204	21.8098305742845	18.6073654163127	15.8618847780224	14.6049126077363
ENSMODG00000000181	TMEM9	0.0837766266349512	0	0	1.02709843129807	0.562505508279194	0.550531147561489
ENSMODG00000000182	AMZ1	0.329364590758776	0.0313791502089424	0.170838432701548	0.168249918503571	0.122859378149841	0.0961952029926559
ENSMODG00000000183	LBP	0	0.0448909047879358	0	0.882558442366506	0	0
ENSMODG00000000184	INO80	19.7438140251634	20.5678156673413	19.5706654340815	18.5684091093447	20.2240040375327	17.4128866209858
ENSMODG00000000185	ARF4	327.585155497683	332.358073120609	294.86305160087	292.236523937779	306.873282938199	315.766509487828
ENSMODG00000000187	SYT4	0	0	0	0.161954756050218	0.12670985091163	0.0198420015029792
ENSMODG00000000188	CFAP70	0.798055707340442	0.706363536971111	0.781152903286951	0.907399550796533	1.38281923382741	1.04887136670089
ENSMODG00000000189	BORA	14.2130982486087	14.0935139108697	11.2448747128363	6.28055786947887	6.80609530024971	7.44909533061241
ENSMODG00000000190	CHAC1	68.0282753030682	60.4454824058103	64.4427411799795	70.9652178703175	65.0423503409413	68.232751357935
ENSMODG00000000192	GNA12	35.7610220801819	38.0693679355351	39.474024726186	35.9996597028857	29.6752393623538	28.7517649483678
ENSMODG00000000193	CLASP1	21.6923370714456	21.1554141836711	22.2485559610357	20.3503571915752	21.3062216199772	19.5202771527919
ENSMODG00000000195	KIAA1755	0.221404673554572	0.337497870912196	0.3445218018338	2.90291426602529	0.784588240871173	0.711305189600297
ENSMODG00000000196		0	0	0	0	0	0
ENSMODG00000000197		0.419279427529507	0.359509469280271	0.293593200569687	0.514035071102709	1.12607536000459	0
ENSMODG00000000198	DLL4	0	0	0	0	0	0
ENSMODG00000000199		33.4451931830663	31.3121243440483	28.1364065122274	33.324550969522	28.9630336176318	27.8028506099984
ENSMODG00000000200	VPS18	17.4778896429787	16.3847205073644	18.8534637303522	21.7154834062214	19.7309474227014	19.2300405612739
ENSMODG00000000203	TGM2	33.3476684435509	34.1345375251016	34.8210224207302	11.4311401165453	5.89351967995438	6.28426892547163
ENSMODG00000000204	DENND6A	18.1931267706283	17.2145261922048	18.4225392165736	16.0679593583814	16.198248707408	15.9236039155443
ENSMODG00000000206	RIT2	0	0	0.0836576393050808	1.4280946041294	0.721954097565476	0.847902561598683
ENSMODG00000000207	RHOV	0	0	0	0	0	0
ENSMODG00000000208	DIS3	19.266933525128	20.3545445283737	17.3576756559377	20.2901504044856	19.9073154712827	19.8029398746801
ENSMODG00000000209	TBC1D9	2.58747355986292	2.23122465079464	2.5907850922396	12.8196075186041	10.0932372098976	9.77693643340389
ENSMODG00000000210	RPRD1B	18.4089470496809	16.499210819406	18.6550457958908	17.5306828190993	17.6758942432629	19.4153984707299
ENSMODG00000000211		191.945563415882	195.942420989561	196.058801744582	198.344010703357	200.689138158775	211.260225414424
ENSMODG00000000212	SPINT1	0.0296936921205639	0	0.0346541611392642	0.0910108995234428	0.0498434529112596	0
ENSMODG00000000213		0.0190409604682361	0.0163265954470059	0	0	0	0
ENSMODG00000000214	TTI1	11.9865342967029	10.6937710864766	11.0165854862572	10.1294508518159	8.99142926775572	10.1482538870683
ENSMODG00000000215	PPP1R14D	0	0	0	0	0	0
ENSMODG00000000216	RNF150	5.18396699537056	4.88075332699073	4.74507665140804	18.848492972695	10.407964590991	9.75222996578145
ENSMODG00000000217	PIWIL4	0	0	0	0	0	0
ENSMODG00000000218	VSTM2L	0.0363112130191327	0.124539617871464	0.296640187220507	1.1685821869404	1.09712770378181	0.859018039669342
ENSMODG00000000219	PIK3C3	29.8041084236199	31.4240021157748	27.3052395522235	36.0041311548821	36.0549549949911	36.3639993262347
ENSMODG00000000220	PPP3CB	68.5769214543133	70.6592103185899	63.0037673793323	74.4122659481195	72.7446074120493	75.6587158973439
ENSMODG00000000221	ZFYVE19	9.26784339417715	8.11018711182694	9.92586731203312	10.3453428805196	8.96281367108481	7.66924948196637
ENSMODG00000000222	ANKRD49	11.1923865392971	11.1031018493152	10.5434206002813	8.53768301065459	6.06588612666079	5.9367583092693
ENSMODG00000000223	ZNF330	38.7724705200893	40.4742197308675	34.7790465572417	53.8913218109422	46.7689282242746	44.1438612227912
ENSMODG00000000226	CTNNBL1	22.5537665999656	23.1305266365473	18.8194880776749	17.7658562674989	19.0352786142424	19.4292369585599
ENSMODG00000000227	SLMAP	101.469887610963	97.2048059009696	93.2984311650066	67.8543452024368	91.6191853279041	88.4687839154163
ENSMODG00000000228	GCHFR	5.76492168973527	8.03255222339788	5.88698127646311	8.28254680114291	4.83846201430646	7.10319456244367
ENSMODG00000000229	TFCP2L1	0.124634175270307	0.213734150848983	0.24242482071877	0.09550065681193	0	0.0273007712266335
ENSMODG00000000231	MRE11A	29.0135245959475	29.5166541789839	25.7600425838316	29.9613879274649	29.1631473233452	31.1345178782906
ENSMODG00000000232	SDK1	4.96730829753722	4.66414792244433	5.97428175998623	5.79005973904895	3.01529177718042	2.37196685407697
ENSMODG00000000233	DNAH9	0	0.00497938162916831	0	0	0	0
ENSMODG00000000234		0	0	0	0	0.375713906414524	0
ENSMODG00000000235	IL15	1.76318270228381	2.04301886574802	1.89088753442327	2.44646839384326	3.07964205225343	2.50521270589435
ENSMODG00000000236	GPR83	0	0	0	0	0	0
ENSMODG00000000237	SYNGR4	0.128457494173279	0.110145364935989	0	0.196860532665292	0	0
ENSMODG00000000241	AQP5	0	0	0	0	0	0
ENSMODG00000000242	TMEM198	3.73202825177929	2.95653347986622	3.50332158080166	9.20063963192107	7.42211215398775	6.07786386908113
ENSMODG00000000243	SHISA6	0.0815415556391672	0.0699174809622443	0	0.312405169132404	0.136874615400421	0.26792178202366
ENSMODG00000000244	KDELR1	360.827486700448	337.788623333343	401.022262534659	254.621429190174	249.924805973585	254.683701941933
ENSMODG00000000245		18.0346616636154	16.9162682937872	20.1197667941229	7.72826639775013	3.0185259567392	3.01421064172508
ENSMODG00000000246		1.56209933661981	1.13157544469255	2.07451117777474	1.98116707439913	1.40147794443635	1.85835628023766
ENSMODG00000000247	SRC	68.0613296456153	67.2443078975722	78.8442151838486	62.6747179392614	57.5034185165073	63.7336349344516
ENSMODG00000000249	RMDN3	44.0343525336204	40.835983059893	44.2590532639461	44.8917568625196	40.1829627840406	40.48669446551
ENSMODG00000000250	USP54	7.00345808007971	5.96458064806649	6.87780051024147	5.99080307199897	4.79752366148818	4.85837685914896
ENSMODG00000000252	KLHL21	7.50445421698624	6.49754372858293	8.01637908196433	6.81791111198145	5.70347387331601	5.55796569569427
ENSMODG00000000253	MANBAL	105.511145703218	112.648134170965	80.9871445557496	91.8448962006395	107.218854644884	109.444808460834
ENSMODG00000000254	INHBB	1.15898054178841	0.993763233123984	1.47555667400783	0.0807332942280851	0	0.207713029701042
ENSMODG00000000255		13.2860518984378	11.7620274049956	16.512627800513	19.3119934712859	15.3090724891636	15.9950945352805
ENSMODG00000000256	CHPF	111.728856607813	100.566885849132	118.800645938005	176.118881299449	116.238165277685	122.999173013984
ENSMODG00000000260	IZUMO1R	0	0	0	0	0	0
ENSMODG00000000261		0.1069703970309	0.09172133937478	0.174776417331203	0.032786330566984	0	0.0281178833753942
ENSMODG00000000264	RALB	136.993878936426	144.674838527603	114.690710724574	132.802339678605	132.251295058134	122.023843379754
ENSMODG00000000265	TMEM190	0.351728853093849	0.452382748844574	1.23146036905104	0.808534330588347	0.59040756722209	0.69340708823889
ENSMODG00000000268	RAD51	17.3304694989282	15.7507285042368	16.7536345147823	3.90784413803965	5.23157094195311	5.89599207687452
ENSMODG00000000272	MYOZ1	0	0	0	0	0	0
ENSMODG00000000273		24.8897702839516	25.3780350514289	25.4053743038918	24.711542216588	25.5392850820984	23.6881534158167
ENSMODG00000000275	RPL28	2246.55719620541	2152.5014388295	2169.35459326159	2046.8410610922	2123.50294763362	2227.43388995232
ENSMODG00000000278	PANX1	5.24804141982327	5.27132564862383	5.92788408568691	6.4915270593679	5.69458024024603	5.19769390227662
ENSMODG00000000279	UBE2S	45.7262412787019	44.5213632401842	53.2006533589171	23.8860226816249	29.2364323488556	31.4060523991165
ENSMODG00000000280	PCBP2	197.303684105012	196.018052882379	198.44712027883	179.438753374951	163.703813346624	169.09284176724
ENSMODG00000000281		0.945203233701871	0.888892418783505	1.17427180702898	1.77560480442379	1.38188272699248	1.16211879391202
ENSMODG00000000282		0.266173186125019	0.228229134552479	0	0.40790921182867	0	0
ENSMODG00000000285	CYR61	542.395295023452	534.625302285533	557.89600141973	90.5415074949691	120.891838508408	122.099371002967
ENSMODG00000000288		1.06854335117158	1.695003717196	1.43410574624688	1.80129167320881	1.43491459375272	1.82567942220106
ENSMODG00000000289	JAZF1	17.4416618856428	18.4179835876465	19.8678185857325	22.1410108124891	21.2713689418772	19.1713714671533
ENSMODG00000000290		7.1803752398092	7.75594873769233	9.57701740985016	12.0042466841621	9.5483904506455	10.5094397824134
ENSMODG00000000291	SYNPO2L	0	0.0129428306889772	0	0	0	0
ENSMODG00000000292	DDAH1	33.7412002594727	31.4586538773915	29.5030153205784	15.1989270406918	26.3687661360245	30.2169229720067
ENSMODG00000000294	KNL1	9.46532171370715	8.56587117478991	9.29709437358459	1.7557638471398	2.74990990116282	2.70192546970539
ENSMODG00000000298		2.59562160135704	2.89681968457849	3.01320454727712	0.126278680698935	0.0691583701301041	0.0541489266303056
ENSMODG00000000299	BCL10	44.8382798090985	47.1654989527102	37.4088069473007	39.5108158513506	44.7109730581905	43.3207174548763
ENSMODG00000000300	RPUSD2	4.41402597323494	3.39325903884203	6.57248796856129	2.5658353341659	3.7472461965381	4.46765322565309
ENSMODG00000000302	C1orf52	14.5652769270452	13.8667217330654	14.2762984539014	13.2656369467312	12.3550551961435	11.0361212359927
ENSMODG00000000303	C15orf57	68.2839422603886	73.4256366255709	69.56746757389	82.3183308923907	79.5250102339237	67.2352569373364
ENSMODG00000000304		0	0	0	0	0	0
ENSMODG00000000305		30.0686929691387	30.911013840301	26.0358572659722	42.045470514895	34.9278840418896	33.9339481347517
ENSMODG00000000306	CELF4	0	0	0	0	0	0
ENSMODG00000000307		0	0.101740698535428	0	0	0	0.155946975667794
ENSMODG00000000308	INPP4B	0.0129451834350505	0.0110997957946809	0.0453232091429576	2.5789966087444	2.58582475914522	2.07566403980465
ENSMODG00000000309	SUSD2	0.196780747496858	0.0964164945206809	0.295269279735904	0.344646413038701	0.283125988468012	0.221679145241192
ENSMODG00000000311	SYDE2	8.51122654252205	8.10984586972808	7.85136297906083	5.99018477966337	5.7295203914813	5.15171318427511
ENSMODG00000000312		0	0	0	0	0	0
ENSMODG00000000314	RPN2	395.318616850795	404.660056255592	382.676187272538	373.691386720368	389.73378660857	405.106342007115
ENSMODG00000000315		74.7641173352155	77.4336943360115	73.5555429427256	76.5291370884785	78.9288678068213	73.8127949884551
ENSMODG00000000316	BAHD1	10.7817082096543	10.0240850684643	11.0099872599758	9.89453893670663	6.99720651450606	7.00272504953701
ENSMODG00000000317		0.291651923654231	0.45468322947063	0.433202929707108	0.934542821834904	0.667586181304052	0.69693323855298
ENSMODG00000000318		0	0	0	0	0	0
ENSMODG00000000319	USP38	18.0393071465737	17.5008088444566	16.575300958869	21.7655398448671	21.9403991817941	21.845259470358
ENSMODG00000000320		50.614358564915	50.3207827075801	51.2502850859519	113.07109611172	60.1634989812019	63.5509490925703
ENSMODG00000000322		0.19631377847135	0.0841642323432611	0	0.451274975212101	0.164764902480941	0
ENSMODG00000000324	C10orf54	6.93239884757229	7.35943332199205	7.70522689018809	9.91561208104565	5.65208048710606	5.16297747041986
ENSMODG00000000325	PTPN4	8.82935741058567	8.15735641512532	7.58566912870326	8.38819075410154	6.31663394654051	6.10188042361532
ENSMODG00000000326	GTPBP6	25.1076920129213	27.295050026046	21.6545357970286	44.3441754728307	44.9821647051454	45.0558118596013
ENSMODG00000000327		0.0650775851539391	0.11160103055197	0.0379745488254801	1.89489103027761	0.873907236064583	0.598712728170947
ENSMODG00000000328		0	0	0	0	0	0
ENSMODG00000000329	PKP1	0	0.0115519534588891	0.0157231602068463	0	0	0
ENSMODG00000000330	IVD	28.2112419896373	28.3412496701601	28.4265534020983	25.5918692464675	26.3728544074303	25.7140394461125
ENSMODG00000000334	GGT5	83.7797233287296	73.7930323145461	97.1610038507886	81.0519642608076	71.6906772713578	80.891085905596
ENSMODG00000000336	GAB1	18.7902677669771	17.2776139391358	17.5049429308521	37.8263257814247	27.5292967745223	24.6957369669239
ENSMODG00000000337	MROH8	0.163484176415089	0.163541995893878	0.158995805411072	0.167025843884191	0.045737075604082	0.0716215129566875
ENSMODG00000000338		8.86356709797711	10.1333735741297	10.4768859090514	12.7126474747705	8.96511182843331	10.1557468923558
ENSMODG00000000339	EML4	57.4490460053357	56.9190294507721	56.5471866046923	35.9417696871201	32.8508825864791	31.1559065202968
ENSMODG00000000340		81.7148035197117	85.4743120310675	80.6286024649215	80.942039560801	85.8727587086808	84.0979314579952
ENSMODG00000000342	COX7A2L	131.283559044945	131.95414719394	132.826386241432	120.08492492589	141.020130925223	158.362119700226
ENSMODG00000000343	ADPRM	8.5569801100685	7.80798144521307	5.76758310174077	9.81761871730765	8.06514415523357	8.41968751438604
ENSMODG00000000344		0	0	0	0	0	0
ENSMODG00000000345		0.444203439759401	0.351581966719472	0.31902134464346	0.680739775637492	0.344138874957791	0.179633601887896
ENSMODG00000000346	SEC24C	135.677806314017	127.28131352975	140.580530372566	112.626382146587	112.456539531563	114.172628929256
ENSMODG00000000347	PLCXD1	17.6336421316096	17.4580242062638	16.8211785541373	31.4411592017863	34.5692020519444	32.6984208642019
ENSMODG00000000348	DENND2C	1.28794516862323	1.25772446984866	1.29433816388325	21.4921642281763	12.7313557503029	11.5904639104345
ENSMODG00000000349		3.51588161552588	3.34401327946248	3.2756845816884	4.79945978636697	4.11632155867326	4.65969563296903
ENSMODG00000000350	KCNG3	0	0	0	0	0	0
ENSMODG00000000351	CFAP221	0	0	0	0	0.0356964268089771	0
ENSMODG00000000352		0	0	0	0	0	0
ENSMODG00000000354	WDR63	0	0.0214568892732662	0.0146022968662264	0.019174727207589	0	0.0164444368752492
ENSMODG00000000355	FUT11	61.4569928978244	60.7709542378575	58.569109344424	55.2607510108801	54.5086107726656	52.1378000220248
ENSMODG00000000356		0	0	0	0	0	0
ENSMODG00000000357	HEPHL1	0.133186582989579	0.0142750379049244	0.097147512209498	0	0.0279456624605971	0
ENSMODG00000000359	FHOD3	3.97305844365304	3.76874601852355	3.76318075533055	5.35334467129749	5.89589332395644	5.63794918778108
