ensemble_geneid	gene_name	Sheep_ESF1	Sheep_ESF2	Sheep_ESF3	Sheep_SF1	Sheep_SF2	Sheep_SF3
ENSOARG00000000106	VRK1	49.1697352497033	38.9032124302484	36.6136636761132	20.6140185951903	17.331691016288	21.4148661940444
ENSOARG00000000107	HOXD13	0.275797689176035	0.516363958045829	0.845530274638721	0	0	0
ENSOARG00000000108		0	0	0	0	0	0
ENSOARG00000000109	SLAIN1	0	0.353110716040348	0.115641611332112	0	0.0764306819593741	0
ENSOARG00000000110	SMURF1	13.6166781806216	15.3460102788122	16.7849456575028	15.7316024830523	15.9094643515085	15.5737717641762
ENSOARG00000000111	SHISA4	76.5803890313732	100.595935507537	112.390166518017	48.2580796199756	57.463212536391	54.3326416476227
ENSOARG00000000112	HSPB9	0	0	0	0	0	0
ENSOARG00000000113	FAM204A	33.0461132235602	22.502322772	17.2368404452587	39.2504055549201	33.2963241551052	37.5216514838912
ENSOARG00000000114		42.8909731297002	44.6781609502169	50.5252655112638	140.24938100954	144.195318814235	124.981713958337
ENSOARG00000000115		4.49904610275636	6.38772024821839	5.42524974729261	3.75594087669315	5.04428268030172	3.88448661486464
ENSOARG00000000116	ADAD1	0	0	0	0	0	0
ENSOARG00000000117	HERC3	14.2754887834021	14.0247879415606	18.6504965408734	19.367174472006	17.6620223200464	16.6074336588881
ENSOARG00000000118	ARL4D	1.73619905159768	2.25042202610408	2.45666507656081	3.01035858325977	3.08498568526005	1.82069417140888
ENSOARG00000000119		101.936787147477	99.7146996955418	89.2771742143375	112.625943603367	101.736982663654	108.519198837259
ENSOARG00000000120		10.8561541376669	7.48348059784961	7.62469359424354	8.89826581228286	5.51930682001655	7.53446087991205
ENSOARG00000000121		0	0	0	0	0.137125635280441	0.153764507753058
ENSOARG00000000122	GGT6	0.328036355353691	0.307084064662266	0.402272652047503	0.739407831244933	0.199404691628839	0.521734561949332
ENSOARG00000000123	CX3CL1	0	0	0	0	0.186136318612354	0.208722164516857
ENSOARG00000000124	EVX2	0	0	0	0	0	0
ENSOARG00000000125	DYNLT3	89.481028043778	86.6652909755632	83.1423649885783	120.671638935417	107.670580015793	111.351788144478
ENSOARG00000000126		0.180163143712325	0.505967368285934	0.165701235030336	0	0	0
ENSOARG00000000127		0	0	0	0	0	0
ENSOARG00000000128	C11orf68	58.4372490004822	69.5376343933706	68.0966274037802	47.6201777621813	36.9952092987569	37.520760317944
ENSOARG00000000129	EEF1D	359.00680077033	424.835230691874	364.455443817187	264.857990227196	288.961288887442	292.376918639274
ENSOARG00000000130		0.68714100033665	0.836227638540942	0.674115604626095	0	0.0556926641581138	0
ENSOARG00000000131	TEX15	1.70599343186704	1.36217133854307	2.21513127651063	2.11118979521291	1.79954969214961	2.07491072207207
ENSOARG00000000132		0.543223779017625	0.572092951831304	0.499618563631578	0.408149797797556	0.165105739612033	0
ENSOARG00000000133	GJC1	42.4640445426691	40.3531279555737	43.4087149763058	6.60459024186726	6.9053292204442	6.82141186537101
ENSOARG00000000134		8.96565670884648	6.15610174405321	6.75661210536512	9.49613850295699	10.8999748479184	11.3072340816696
ENSOARG00000000135	PBX2	56.2830180721497	54.0338663995364	66.4025141785611	50.0561947562395	51.9020282283419	47.8663977532714
ENSOARG00000000136		0	0	0	0	0	0
ENSOARG00000000137	HMGN4	6.98687479246092	8.05527774550675	4.87025438191292	5.96793279683853	6.7060070952045	6.01577307046079
ENSOARG00000000138		0	0	0	0	0	0
ENSOARG00000000139	PURG	4.56708460715389	3.52718556218801	2.94033552594903	8.00675713921866	8.60625371821058	8.82038561016142
ENSOARG00000000140		0	0.486381534674865	0.637147974695539	0	0.210554201269164	0
ENSOARG00000000141		4.23857501259732	0.661308226970651	0	2.12309500083036	1.14511934023025	0
ENSOARG00000000142	HSPA8	580.820270274227	516.096310481458	559.479671101326	368.097970421826	353.631237871184	373.203372469322
ENSOARG00000000143		1.72632208444407	1.33324841900088	2.22284743583209	1.4267744539338	1.04938589057028	1.0590468669028
ENSOARG00000000144		0	0	0	0	0	0
ENSOARG00000000145	FAM167B	0	0	0.314515719993399	0	0	0.233095241053191
ENSOARG00000000146		0	0	0	0	0	0
ENSOARG00000000147		3.27990956886464	3.62189808294839	3.51451729814671	3.78026761119408	3.52297391327775	3.64657181376711
ENSOARG00000000148		0	0	0	0.376998177716663	0	0
ENSOARG00000000149	DEFB127	0	0	0	0	0	0
ENSOARG00000000150		0	0	0	0	0	0
ENSOARG00000000151	LNPK	36.8116477795123	33.1221508118124	37.1437947452673	39.0260036690193	38.380978478305	42.3073034743117
ENSOARG00000000152		0.0485211177824298	0.0510997319529887	0.178505081026816	0.109368653454576	0.0294947141406341	0.0330736130549215
ENSOARG00000000153	TREX1	9.0572260093131	11.7987065372894	11.0400131794296	3.93549317226071	4.90865180600237	3.5703368629569
ENSOARG00000000154		4.24578347350365	3.26942689762057	5.03867020805344	6.99754780884249	4.32925219955026	6.90841966978
ENSOARG00000000155	CPM	14.477829256506	12.6213275767848	15.9788121294481	1.54103300060097	1.83347759531426	2.05595240703664
ENSOARG00000000156	PRKCD	19.3937960362375	21.1341934627303	24.5861807390295	18.0033718340617	17.0689859815503	18.9359811793779
ENSOARG00000000157	DRAP1	245.878303146242	246.016244610189	192.506411630366	153.755155350055	151.512565459323	148.682107936294
ENSOARG00000000158	EDNRB	12.502160886051	9.44503043730776	9.34681328743356	0.933853407081276	1.0221866466453	1.04654790252612
ENSOARG00000000159	PRSS22	0	0	0	0.175132293845596	0.070844937474608	0
ENSOARG00000000160		0.0762622398100718	0	0	0	0	0
ENSOARG00000000161		125.422326163191	90.0655590582101	81.9970218017097	146.454696413222	121.420757197117	128.603414990349
ENSOARG00000000162		0	0	0.331773581448393	0.135516702179966	0.219278171534517	0
ENSOARG00000000163	WRN	10.3224522958868	8.69682430288683	10.9997789576165	8.90573838910656	8.71973581143161	9.17122884565098
ENSOARG00000000164	MYADML2	0	0	0	0	0	0
ENSOARG00000000165	CCL17	2.60624353525636	2.1958001322665	0	0.391638883647189	0.316853409675688	1.42120205224092
ENSOARG00000000167		0	0	0	0	0	0
ENSOARG00000000168		0	0	0	0	0	0
ENSOARG00000000169	CEP295NL	0.145366291046011	0.136081476307804	0.445658556308227	0.6553235471863	0.117819137894176	0.198173029848124
ENSOARG00000000170	ATP5G3	623.701803981799	649.362467721543	574.336933218129	467.472392877444	414.77684357738	440.708708732925
ENSOARG00000000171		0.0543957617287127	0.0381910526214287	0.250146747917304	0.0817402330612319	0.0330657560249716	0.0370779664086486
ENSOARG00000000172		0.433972653330297	0.174108863451633	0.684235122941082	0.372644850029795	0.376857981485476	0.591620484797004
ENSOARG00000000173	GML	0	0	0	0	0	0
ENSOARG00000000174	LRIT2	0	0	0	0	0	0
ENSOARG00000000175	SOCS3	16.573442585528	23.6000779433737	32.6330571387502	17.7139969851848	17.7369028243079	19.8891048071867
ENSOARG00000000176	AATF	59.0954209943355	50.0818301075496	49.7279360109388	39.1984854392843	37.7676948477007	39.2468964260102
ENSOARG00000000177	SNCAIP	0.277619966352474	0.162429914983997	0.170223388815477	16.2351812200221	16.7351576087348	18.3557982383785
ENSOARG00000000178		0.0778848406570554	0	0	0	0	0
ENSOARG00000000179		0	0	0	0.112052236154681	0	0
ENSOARG00000000180		4.10121378533854	3.66474975779088	3.4290950026997	2.80130590386701	4.07948764958367	8.64071108847903
ENSOARG00000000181		0	0	0	0	0	0
ENSOARG00000000182		0	0	0	0	0	0
ENSOARG00000000183		0	0	0	0.35384916680404	0	0
ENSOARG00000000184	CAMK4	12.1120236166489	9.46118662570084	12.8365644005276	3.49549406012747	3.12056425784471	4.59271918178296
ENSOARG00000000185	DPF3	0.0717762257035488	0	0.132029326307643	0	0.0872617679054845	0.195700282594986
ENSOARG00000000186	SMIM6	0	0	0	0	0	0
ENSOARG00000000187	API5	125.239416056643	105.344137524365	109.835347158791	166.800191842191	170.687004167165	181.866579348834
ENSOARG00000000188		14.0748170960736	12.6711130254673	12.6318290332273	22.0029845539692	24.7011683475737	21.7409360455598
ENSOARG00000000189		47.6717890785398	35.9614853079853	40.2977785145438	11.82344284942	12.566697587219	9.04382742729019
ENSOARG00000000190		0	0	0	0	0.593380021757253	0
ENSOARG00000000191	SULT1C4	25.5284109419324	26.9774856119988	29.2078209641984	40.3388050157463	37.9685647908531	37.6723043996112
ENSOARG00000000192		3.41560382808721	2.64427309913215	3.79838215684011	3.98118830344029	3.04728056649377	3.4701532451288
ENSOARG00000000193	CADPS2	6.09659787120616	4.60185042682214	4.38825658514285	4.38150395592008	4.80456714206005	5.3547040518713
ENSOARG00000000194	ATF2	31.8058994323087	34.3131777442429	36.2984467041067	43.3502510252684	38.7858332102734	39.5923704172214
ENSOARG00000000195		0	0	0	0	0	0
ENSOARG00000000196		5.97793422645885	6.33522167013626	4.77191707938849	16.3558600169181	14.9466942454792	15.9915088063506
ENSOARG00000000197	VPS50	19.4523974007857	16.1548152587974	18.0442812812819	17.5803694737023	16.9936421344793	17.6160642578726
ENSOARG00000000198	BTN1A1	0	0	0	0	0	0
ENSOARG00000000199		0	0	0	0	0	0
ENSOARG00000000200	SSTR2	0	0	0	0.109319254785303	0	0.0991760239709797
ENSOARG00000000201	RNF219	19.1424594812565	13.2823481074342	15.3363647251442	13.8769983828686	13.6816243178088	15.2907880969551
ENSOARG00000000202		0	0	0	0	0	0
ENSOARG00000000203		0.682927611292795	0.368831398603725	0.676424219711205	0.947290920133423	1.08573448207966	0.572930768615459
ENSOARG00000000204		0	0	0	0	0	0
ENSOARG00000000205	CIAPIN1	44.6408137121057	41.7895221087788	47.8659634471467	34.720587046943	33.9995182383123	35.4746283848176
ENSOARG00000000206	KCNJ16	0.264475944956989	0.185687531711137	0	0.0993566626002632	0.160767986190087	0.180275629779376
ENSOARG00000000207		2.20230468134533	2.08949938676777	3.06565655229901	3.5777210656897	3.6181708643725	4.38177705908718
ENSOARG00000000208	CLDN11	0.258118350126617	0.181223889122055	0.237398884801936	0.193936562575252	0.156903371137519	0
ENSOARG00000000209	LRIT1	0	0	0	0	0	0
ENSOARG00000000210		0	0	0	0	0	0
ENSOARG00000000211		24.3718063224653	20.3352279793519	13.6441885371118	15.9232125062022	19.3238888664812	19.2610278133013
ENSOARG00000000212	ZNF677	4.47990749041527	3.70038307630618	3.78098119145722	3.40556665380897	3.39601327897515	2.94587840312522
ENSOARG00000000213	ZNF212	5.30569860400436	7.00675516717287	6.27403358612	7.97284616781124	6.52718023933183	7.49140681774911
ENSOARG00000000214		0	0	0	0	0	0
ENSOARG00000000215		2.47620454964435	2.37072760612236	1.24223818966285	3.04443811439671	2.32624872261047	2.14819010412783
ENSOARG00000000216	ACTR5	6.03381244148519	7.08934553407753	7.6258039326171	6.22969312933764	8.83265215872459	7.21846776306527
ENSOARG00000000217		0	0	0	0	0	0
ENSOARG00000000218		9.41827000761347	9.92403580306543	12.0118423780566	15.7116112947216	14.3808460930366	14.4776316093223
ENSOARG00000000219		0	0	0	0	0	0
ENSOARG00000000220	LIN9	8.37204468393053	7.01043485243219	7.84129535381744	3.86652351366063	3.8285320431013	5.078408334758
ENSOARG00000000221		2.13714165546976	1.71483295923349	3.24478475740506	3.00756886596028	3.50554119846173	2.63601850738817
ENSOARG00000000222		0	0	0	0	0	0
ENSOARG00000000223	DRAXIN	0	0	0	0	0.0925841168698797	0.103818305943645
ENSOARG00000000224	OTUD7A	0	0	0	0	0	0
ENSOARG00000000225		0	0	0	0	0	0
ENSOARG00000000226	STARD4	77.4544495039619	58.0980512061312	67.7261992826751	81.2327312013661	86.979167868111	101.394291369551
ENSOARG00000000227		9.9789626050183	10.300994056563	12.5018418745745	10.7804308112799	9.90225267386558	7.94178748953845
ENSOARG00000000228		3.51842877259967	2.1958001322665	1.43822237006888	1.37073609276312	1.90112045805821	1.95415282184019
ENSOARG00000000229		31.937843855592	29.548123635839	33.6428133890802	7.38805952668257	8.55945247501468	8.31116877805912
ENSOARG00000000230	SKI	37.7560294928678	45.0657672574292	57.082141300661	55.1736470689803	52.9470662918663	50.4463299452462
ENSOARG00000000231		0	0	0	0	0	0
ENSOARG00000000232		0	0	0	0	0	0
ENSOARG00000000233	CHN1	18.5803663865479	19.1885833825286	19.1753336650507	13.0675002163225	13.0674936380867	14.1376719241871
ENSOARG00000000234	NPY5R	32.1290939620671	21.5036131521394	25.0761202344721	0.0902434116682683	0.0730109646457372	0.0818701405935378
ENSOARG00000000235		0	0	0	0	0	0
ENSOARG00000000236		0	0	0	0	0	0
ENSOARG00000000237	DAAM2	4.25585442153071	4.16615196468784	4.65234426336982	5.59127631049141	5.05578055681499	5.8350183005695
ENSOARG00000000238		0	0	0	0	0	0
ENSOARG00000000239		26.190018712669	26.7860479575267	23.0875916474624	15.897338880204	17.7688085471982	16.960019341319
ENSOARG00000000240		0	0	0	0	0	0
ENSOARG00000000241		0	0	0	0	0	0
ENSOARG00000000242	COQ9	45.610078871234	47.2659171627792	49.6885540454091	38.9478117392779	40.7181463205762	43.3644833088294
ENSOARG00000000243	RGR	0	0	0	0	0	0
ENSOARG00000000244		6.99567818427566	7.38679480200819	7.54869997038307	12.3747975715344	11.6524900305556	13.0288600929728
ENSOARG00000000245		0	0	0	0	0	0
ENSOARG00000000246		0	0	0	0	0	0
ENSOARG00000000247		0.0955313466659406	0	0	0.143554466248135	0	0.390704122904129
ENSOARG00000000248	SLC6A6	6.10279225440258	4.36876133300052	4.69577110622857	25.5938629148652	26.9622006914022	25.4485972238199
ENSOARG00000000249	MAP7	0.364237563271496	0.102291910277458	0.334999783167487	0.328402754537615	0.531385094110562	0.446897660254906
ENSOARG00000000250		202.121851580972	199.005150712648	174.278710725175	165.507744108602	150.221133449717	161.9909089179
ENSOARG00000000251	ADRA1D	0.0950241005775222	0.133432102433262	0.0873964036086781	0.214188345215665	0.0577626569852121	0.0647715979562644
ENSOARG00000000252	SYTL5	0.534325856865525	0.328254591616863	0.614293610270656	0.0501830458416637	0	0
ENSOARG00000000253	CHRNA1	0	0	0	0.0238409013095217	0	0
ENSOARG00000000254		0	0	0	0	0	0
ENSOARG00000000255	ATRIP	19.997653994631	20.5606739657793	25.3129558381002	11.3580221193562	11.2494962458086	12.6607210601258
ENSOARG00000000256		0.348627381988666	0.489539856328711	0.641285299206593	0	0	0.475272114873828
ENSOARG00000000257	SKIL	16.4396060055477	14.8452519608699	17.8911653149929	19.8185727300693	19.0224353545435	20.3938063443987
ENSOARG00000000258	BAIAP2	16.6897198374023	18.5649281470601	22.9325544449979	17.9787183403616	16.1957187585905	17.8182541943515
ENSOARG00000000259	C1orf68	0	0	0	0	0	0
ENSOARG00000000260		3.93152863374007	3.02743782016473	2.7994375581156	3.62096359983518	3.39207791964858	2.42051971575026
ENSOARG00000000261	EIF3I	219.201070539081	239.002067464186	234.777302025532	162.221390722347	159.475431307532	161.650834653941
ENSOARG00000000262	TRAM1L1	0.352287511983837	0.296807629427314	1.03682872522627	0	0.0856585333245344	0.192104739345744
ENSOARG00000000263	SZT2	4.97058169938792	5.20346825829304	7.94156251698304	7.85299352861192	7.54469067557967	7.40770522530447
ENSOARG00000000264		50.7649792763638	54.8623924136955	58.9125311751395	97.6518596667065	91.4451488975338	91.8522182800567
ENSOARG00000000265	TWIST2	109.199995335434	138.446101961239	135.334949439882	76.1955205851624	90.4538249216126	87.8754670174253
ENSOARG00000000266	BCL11B	0.0413625707444839	0	0.0760846965160674	9.69623048143368	10.1075749468822	9.36044402515009
ENSOARG00000000267		12.1102143217212	16.3673786175545	16.4287168098847	15.9232125062022	20.4281110873442	15.8903479460042
ENSOARG00000000268		0	0	0	0	0	0
ENSOARG00000000269	RASGEF1B	0.157598679528871	0	0.14494804708138	0.296028412542205	0.143700152040315	0.322273557346259
ENSOARG00000000270	ZFYVE1	16.8329378453675	16.7561398067676	19.5112314656611	27.8069214245968	29.8558924332697	30.0993198420346
ENSOARG00000000271	CLMP	61.1733569736824	54.8743992840788	58.1162653326656	108.57951805823	107.882214948028	97.0332369008649
ENSOARG00000000272		0	0	0	0	0	0
ENSOARG00000000273		4.9346155171241	6.37481680557219	5.80929035751345	20.4660113683108	21.5972875565954	16.9525369797945
ENSOARG00000000274	TEKT1	0	0	0	0	0	0
ENSOARG00000000275		55.3015795635928	63.2556929377506	49.3789680388757	40.5119329341759	44.5417020623761	45.5486108375433
ENSOARG00000000276	WIPF1	53.6886168263077	54.4665344420352	67.7989875770386	129.990666050846	127.756718841475	115.709001468418
ENSOARG00000000277	HTR3B	0	0	0	0	0	0
ENSOARG00000000278		0	0	0	0	0	0
ENSOARG00000000279		0	0	0	0	0	0
ENSOARG00000000280		9.46974108445781	5.97253259694486	9.22626458125665	5.18555639962518	6.00032264154066	5.79846188580815
ENSOARG00000000281	TMEM234	16.3054317768294	19.8245510707372	18.2885066810651	15.2391041170529	13.2961078949598	14.0962188737854
ENSOARG00000000282		0	0	0	0	0	0
ENSOARG00000000283		0	0	0	0	0	0
ENSOARG00000000284	ZNF777	19.235571315107	25.5698827504618	26.5765783394371	17.02194797636	19.7478383037347	17.8317859405727
ENSOARG00000000285	INSR	9.54601159514728	8.58316252831463	9.03463768534563	19.8049997667739	20.6653483917609	19.8984590177144
ENSOARG00000000286	GOLGA4	44.33902207017	29.2379908327154	40.5605117298593	44.8547440933889	44.089638178118	47.5210884793027
ENSOARG00000000287	KPRP	0	0	0	0	0	0
ENSOARG00000000288	ECI2	84.3582391883277	96.8750421689201	98.0172515571455	58.2895732476559	59.8052889428648	59.5599132557534
ENSOARG00000000289		0	0	0	0	0	0
ENSOARG00000000290		0	0	0	0	0	0
ENSOARG00000000291	FGB	0.539108809846792	0.338663439761361	0.443640864966868	0.703521835030692	0.79340339384089	0.754289876314562
ENSOARG00000000292		0	0	0	0	0	0
ENSOARG00000000293		0	0	0.70041089416845	1.43045407857539	1.38876175304411	2.0763661188831
ENSOARG00000000294	CACUL1	18.6520399056206	26.4991792528956	24.2185674305134	22.5325750087906	21.6090571955851	24.8294066988188
ENSOARG00000000295	RTL3	0	0	0	0	0	0
ENSOARG00000000296	ENTPD2	0	0	0.13909568461615	1.47719567662865	1.37898174070693	0.927784720022358
ENSOARG00000000297		0	0	0	0	0	0
ENSOARG00000000298	GPR155	7.64271311393587	6.73778842798353	10.2367332390172	10.3324826115495	9.65244866473128	11.2283037139243
ENSOARG00000000299		7.50558749082571	4.84237535466885	5.41054183801815	7.46826742734111	7.76849537300483	5.94569007184089
ENSOARG00000000300		74.4222729279068	80.1703289515895	77.004347666559	828.750013351869	896.359995267219	848.959793979153
ENSOARG00000000301	FAM32A	162.966332490279	134.76642345737	84.3375294823013	159.927297761125	171.84390453117	167.434580717292
ENSOARG00000000302	POLR2C	42.7952742818513	50.3959997748977	48.4844215164075	50.7158164509042	54.0384306046274	57.6784039409741
ENSOARG00000000303		5.92666549381345	10.7698768392664	11.5431353856593	61.2940284004448	74.1725027196567	56.5573816700427
ENSOARG00000000304	ACKR3	75.2084343145313	99.5842744100913	109.232262631484	480.954127018647	528.018313300418	405.277494319787
ENSOARG00000000305	DEFB116	0	0	0	0	0	0
ENSOARG00000000306	TIFA	4.01946863940283	4.23307993413344	3.69682113660258	5.82431944077216	4.0140413236484	5.28390763007481
ENSOARG00000000307	SMOX	6.65561365615004	7.87714132455911	7.17073561839664	7.00094963082508	7.74476521903616	7.64756039387962
ENSOARG00000000308		86.3266608681052	99.0499374413506	104.441846067889	909.799667080257	1047.40111681744	970.714231227234
ENSOARG00000000309	PRSS21	0	0	0	0	0	0
ENSOARG00000000310	ZNF331	1.50999234823958	1.84848366903842	1.92293096689545	5.6435539709484	4.61295911145042	3.74756632502358
ENSOARG00000000311		18.0682845088427	37.6945689373302	26.5886750978123	166.009697564358	181.380297035103	147.791348029056
ENSOARG00000000312		0	0	0	0.0768358190775682	0	0
ENSOARG00000000313		3.90462667827878	5.93975025678863	4.1897306214814	0.977910424622667	1.78014006526767	1.33076192164386
ENSOARG00000000314		0.0782328786083335	0.0878831993875164	0.143906065782298	0.0940481173864942	0.114133713141588	0.191974106629587
ENSOARG00000000315		34.4657208964142	26.5169995994332	21.807746136994	17.8152451173205	19.8698073532002	21.5881488393291
