ensemble_geneid	gene_name	Cat_ESF1	Cat_ESF2	Cat_ESF3	Cat_SF1	Cat_SF2	Cat_SF3
ENSFCAG00000000057		26.1334736648314	26.2484183353775	16.7491311942528	23.4559375886845	32.805338851608	13.7378776792178
ENSFCAG00000000059	DISP3	10.785552959078	16.8465699313299	9.36218072158638	2.26733164930945	1.47012973974022	0.911727232593948
ENSFCAG00000000061	FBXO6	34.6646169962675	34.8043731818527	28.9719530994475	35.9459824258143	20.3460352079723	32.2022198656801
ENSFCAG00000000062	MAD2L2	14.2471575854305	17.1075252423122	17.7982065846511	15.2724924065839	10.8794194896754	16.2932254490163
ENSFCAG00000000063	DRAXIN	0.491535538571189	0.0733606717152223	0.119549338110401	0	0	0
ENSFCAG00000000064	AGTRAP	48.5698554050048	36.0836690610014	37.1452246566365	61.5574949041312	43.7309999092617	43.4486011975115
ENSFCAG00000000066	ISL2	0	0	0	0.245178775616071	0.671219510802935	0.394359892875152
ENSFCAG00000000067	MTHFR	9.34592364540803	10.6095763402963	10.1986807472617	14.5094051716095	8.25498736723491	13.8778136008381
ENSFCAG00000000068	CLCN6	11.7208043694851	9.96681217905861	8.0922752844029	16.2182338035048	14.0735663932202	18.0555637160689
ENSFCAG00000000069	SEC24B	51.6951587707354	45.9560129150844	39.7405662718745	66.1670721170094	74.6104832733771	72.8141635076814
ENSFCAG00000000070	NPPA	2.61655786694175	2.42677737191709	12.8186907171733	0	0	0.217025980007634
ENSFCAG00000000072	NPPB	293.260509275585	689.405083240609	1219.20588249886	1.96336074646912	0	6.57913403959571
ENSFCAG00000000074	PLOD1	341.074418737618	457.987131611763	471.302036061988	98.8637217895439	85.0474324717651	103.548380150279
ENSFCAG00000000075	ENPEP	0.0604032246302077	0	0.110182758279583	0	0	0
ENSFCAG00000000076	MFN2	45.2111556484995	42.6198332046356	33.4228955085526	77.773752329228	52.7960209330149	68.8100018964575
ENSFCAG00000000077	MIIP	5.97732858090587	3.81083573604758	5.45168369917632	5.34716645737184	4.36595715661014	5.43201820840045
ENSFCAG00000000079	ADCY6	38.280867097644	46.006798080956	42.679744670747	25.4494769841574	19.3387176736264	21.5722880829543
ENSFCAG00000000080	CACNB3	114.77247847675	104.849895519422	72.6585546305218	43.0144677080071	34.717964222728	36.7297453422647
ENSFCAG00000000081	EFCAB12	0	0	0	0.072023921086517	0	0
ENSFCAG00000000082	DDX23	40.9779571025138	38.2679105296226	27.453170007621	44.4521209129766	40.4950143847973	43.7524375695044
ENSFCAG00000000083	MBD4	10.6246558698417	11.8739333702546	10.2748219704625	11.9925103798645	14.332568567839	12.6801243729695
ENSFCAG00000000084	RND1	9.13381454657962	14.3611861576513	13.1739547372148	1.68684807061369	1.25946539204023	5.30312191738146
ENSFCAG00000000085	CCDC65	2.99934088154296	3.27986399280599	3.07226625682032	6.32944486470195	11.1719712364291	9.71180387488887
ENSFCAG00000000086	IFT122	14.2492432475531	14.4932335359369	11.4074093932501	15.5149129210077	11.9048076105265	13.1944247114833
ENSFCAG00000000087	FKBP11	67.3923196948069	100.267338244466	64.1293751893143	68.9251357988561	38.5713836201832	41.084606010419
ENSFCAG00000000088	ARF3	110.410163106765	97.9490697313243	73.7063538447249	132.477108013019	128.692586697897	132.841246581825
ENSFCAG00000000089	WNT1	0	0	0.056606020830602	0	0	0
ENSFCAG00000000090	DDN	0.0813054704415676	0.054606036714623	0.059324389062563	0	0	0
ENSFCAG00000000091	PRKAG1	50.5655772583644	47.2393670077903	36.7674171045944	46.2314763005875	41.6701845083986	52.5202871618193
ENSFCAG00000000092	RHO	0.164940610523266	0.295404576840444	0.240697234706149	0.119076797899464	0	0.0957650456193221
ENSFCAG00000000093	KMT2D	8.69579936065451	7.69033446150453	4.21491645325979	10.3962528282858	13.2759616530194	13.5172011344462
ENSFCAG00000000094		0	0	0	0	0	0
ENSFCAG00000000095	PLXND1	11.6672636699358	12.420197122855	8.14973442245294	15.8459306974291	13.3907787601866	21.0762204354822
ENSFCAG00000000096	RHEBL1	0.364715563289992	0.408247877443706	0.465699586368796	0.658254526931555	0.360417234681631	0.317632532513905
ENSFCAG00000000097	DHH	0.726821629704586	0.357972907351037	0.795486126066185	0.209887891247396	0	0.0843989922251463
ENSFCAG00000000098	LMBR1L	5.3405277973789	6.65512193272586	4.67259929419744	11.9077775542003	6.72542110824512	11.0034666415478
ENSFCAG00000000103	NFKBIL1	38.4933612302674	32.1093500041713	19.910714114782	16.178991800081	15.1116618565919	24.1097640232743
ENSFCAG00000000105	CFI	5.68778166646433	4.14931458538355	0.822860606042961	5.94694277210381	7.75275687094268	68.8937327335887
ENSFCAG00000000106	C9orf135	1.98497493353924	2.66628096510175	0.452604175175588	4.83646839054996	3.67796466856571	5.47429325432403
ENSFCAG00000000108	SMC5	27.4526116439916	27.0878654489824	17.6661650741117	19.729083054968	25.435428558885	22.343650922588
ENSFCAG00000000110	KLF9	90.8056138610575	101.76514312678	48.1145861940155	52.8740115893542	39.5263207699845	62.7643209787157
ENSFCAG00000000111	GNGT2	0	0	0	0	0	0
ENSFCAG00000000112	TRPM3	0.232515817373464	0.237960063051403	0.0848273722428885	0.0239802668591507	0.032825074172263	0.0192856323838522
ENSFCAG00000000113	PHOSPHO1	0.23786889699388	0.106504336071574	0.17356060932399	0.171726456475143	0.235065510498479	0.138107441823407
ENSFCAG00000000115	ZNF652	17.6895077854782	13.564974745489	6.33675214694069	20.6874066509435	26.0237948757366	25.0490732280194
ENSFCAG00000000118	MMP13	3.29287155287895	0	0.667399376953833	0.880461916672366	2.41041752289931	1.06213985978304
ENSFCAG00000000122	VN1R2	0	0.742642099319114	0.2847570675001	0.422621720002897	1.34983381282321	0.566474591883615
ENSFCAG00000000123	PSCA	0	0	0	0	0	0
ENSFCAG00000000125	SLURP1	0	0	0	0	0	0
ENSFCAG00000000126	LYPD2	0	0	0	0	0	0
ENSFCAG00000000129	ZNF672	2.89892022667518	2.47233087091559	0.35253198104821	1.29556698338447	1.36416914965583	1.04193288243471
ENSFCAG00000000130	ZNF692	11.0252014724653	10.3001265275825	7.65776257490684	4.13282013483379	3.35238915892638	3.32373489824054
ENSFCAG00000000132	MBOAT4	0	0	0.0970015414694713	0	0	0
ENSFCAG00000000133		63.231222235197	47.1411368562239	63.2201264044569	59.8604615845125	105.518837137625	81.0440229591054
ENSFCAG00000000135	PLK4	1.61065876273864	1.01413484682105	0.642695290426509	3.30669777717298	3.48179225984411	1.6365188442848
ENSFCAG00000000136	C9orf116	5.90258659435648	4.87038920431288	3.44544928352088	5.60056322307979	7.66625760604847	5.87496109941706
ENSFCAG00000000137	MRPS2	46.5366345529508	44.6355183787136	27.1160190283055	40.6024506860449	51.8729239181769	33.293947277821
ENSFCAG00000000138	CCND2	256.082160004471	330.825811253644	557.169379767137	1338.24663217616	710.488725555888	752.681774169738
ENSFCAG00000000141	FGF23	0	0.0644351233232672	0	0	0	0
ENSFCAG00000000142	FGF6	0	0	0	0	0	0
ENSFCAG00000000143	C12orf4	8.51513035936189	6.85598630515194	7.39389215169364	17.3636839026615	19.2408034034328	19.717824072846
ENSFCAG00000000145	FKBP4	28.7628066931009	27.9896828512367	18.3210765701245	51.9960953632555	29.3407223097074	38.853917793542
ENSFCAG00000000146	ITFG2	4.18717844761108	5.09231708570439	3.88088801528878	4.65687039439779	3.57866444291451	4.00801190600716
ENSFCAG00000000147		0	0.0850628690735815	0	0	0	0.110303633403084
ENSFCAG00000000149	TULP3	27.2869606123796	27.0850669899543	12.4095835666285	34.0917903354269	32.1368133637689	47.4563476283347
ENSFCAG00000000150	TEAD4	19.15692985202	19.0866414020846	7.49261475672189	25.2305958761932	18.078402424396	27.6310808364676
ENSFCAG00000000151	C1orf146	0	0	0	0	0	0.182301823205848
ENSFCAG00000000153		0	0	0.0389625857664947	1.54203348671186	1.16093578653877	2.35628206864941
ENSFCAG00000000154	HERC2	17.1325001210815	17.1740493819133	13.1773253920033	30.6787965855095	27.2401449294424	47.7976340197275
ENSFCAG00000000158		0.225300481692985	0.353069168894449	0.205487609864196	18.7864038548896	15.8078105728828	14.7815503095245
ENSFCAG00000000160	ATP6V1G1	371.02350795592	414.334087117601	281.128807805966	352.717483123116	310.24301636771	452.180012463127
ENSFCAG00000000162	TMEM268	12.2296082091882	12.0345755622972	4.70680164490384	13.5830949697389	6.24194968810271	14.3571552595197
ENSFCAG00000000163	AMBP	0.147980136433485	0	0	0	0	0
ENSFCAG00000000164	KIF12	0	0	0	0	0	0
ENSFCAG00000000165		5.84403012570979	10.8071404275866	3.65853531106629	1.29816123044646	0.991003055272	0.94363278531872
ENSFCAG00000000166		0	0	0	0	0.281613136339101	0
ENSFCAG00000000167	AKNA	24.4549206920555	20.6848600684981	6.80253729570187	11.0517032763838	11.1636241105832	13.9936383712134
ENSFCAG00000000169	SLBP	40.1365573717348	34.877727303454	24.372527216594	38.8889527672663	35.2274781099981	37.2547991919534
ENSFCAG00000000170	WHRN	1.41609527853877	2.83736459405768	1.52404574410798	0.153349824601519	0.349851497789065	0.123328416683689
ENSFCAG00000000171	TACC3	2.92947954568337	2.32819020658967	1.04202610101037	6.9791729333756	6.73076893036395	2.89147081760835
ENSFCAG00000000174	TNFSF15	0	0	0	0	0	0
ENSFCAG00000000175	C1S	444.997779787484	540.774884581861	146.406916275584	386.636666374103	307.560405940456	870.755350586543
ENSFCAG00000000177	C1R	600.906678280004	790.35417157552	297.214360457393	315.965084879303	303.170474399119	734.000055154803
ENSFCAG00000000178	BACE1	22.2601485641778	21.6937075045316	14.953023299059	13.7746577998242	9.34033707749728	14.9757917171195
ENSFCAG00000000179	C1RL	8.98333624952848	22.0958225769403	6.8996578983614	5.2907263920924	2.33617468339282	9.12756904006544
ENSFCAG00000000180	CEP164	5.76432364102107	4.99394302847855	2.49186847391901	6.15671147657819	5.38425774252453	6.67064627438736
ENSFCAG00000000182	RBP5	0	0	0	0	0	0
ENSFCAG00000000183	CLSTN3	12.7987371236129	9.37605030402606	3.44168151912444	1.21463305748873	0.890697080488915	2.19789776412729
ENSFCAG00000000184	PEX5	99.5706345040354	98.5247865408426	92.605872377229	44.4710605790221	35.4095220095819	53.5485943813275
ENSFCAG00000000185	LRP1	490.390078563183	541.706879946065	294.809730330486	610.122287026558	477.349106510138	832.609897396449
ENSFCAG00000000186	NHS	2.95201400372631	4.26165936308105	2.62906364922016	1.67672883256199	2.65982120626837	1.75175645853752
ENSFCAG00000000187	RAI2	11.3151147452373	7.23050620497462	16.9529631050023	4.99645335003244	5.42803945997158	3.12533978079407
ENSFCAG00000000188	SHMT2	317.780870605869	289.702585302401	102.175862524707	191.364657426482	152.8292692038	205.580010700465
ENSFCAG00000000189	NDUFA4L2	86.3464096088863	292.740480734894	7.87531264804918	0	1.93929046160866	0.75959093002672
ENSFCAG00000000190	STAC3	1.54742669549723	0.762135867263693	0.169361562323573	1.34057427312736	0.917513766782788	0.988284973475159
ENSFCAG00000000192	R3HDM2	73.8682645257538	60.6533481915671	43.0753297123189	82.1807668415403	103.011090614275	114.960747544529
ENSFCAG00000000194	ITIH2	0	0	0.110414478066217	0	0	0
ENSFCAG00000000195	KIN	12.5921847345936	12.3442287887776	13.553527202235	12.422169215668	17.3903764220139	15.3032803130441
ENSFCAG00000000196	ATP5C1	156.618785925308	146.132400806322	133.222472671608	224.947723138067	203.648640360274	198.737268007688
ENSFCAG00000000197	TAF3	9.2483427151385	8.55016809981837	5.18599100659004	16.8978833171145	25.8384009139394	16.8049135209864
ENSFCAG00000000198		0	0.0405252347944475	0.0660403576357023	0	0	0
ENSFCAG00000000200		227.604360812176	200.194286379985	137.424810571036	183.467164807659	241.699340849957	177.583258351064
ENSFCAG00000000201		0.17932795349695	0	0	0	0	0
ENSFCAG00000000202	DEGS1	257.585585567891	287.549873578123	373.843124311738	441.744048444924	529.785423883004	346.485996082009
ENSFCAG00000000203	BOC	43.5718849798975	88.3895570162585	51.4229530072879	33.3502293255279	26.6382370467159	49.4012417547272
ENSFCAG00000000204	MMACHC	9.56014429121213	8.06008256410607	5.56559197741938	4.8459628318312	4.42222183000311	15.1166647275885
ENSFCAG00000000207	FLVCR1	6.11036077278774	7.89367636071392	2.92354993895006	13.0892614498226	10.2948876477006	10.6430849800673
ENSFCAG00000000208	ANGEL2	18.1354528018986	17.1490343891147	9.51291684551074	19.5412864264991	18.3675326478358	23.7306683656114
ENSFCAG00000000209	SERGEF	5.43914391237523	4.91752001134546	5.99115244455309	4.90840186617784	3.82454860266957	5.46574212520508
ENSFCAG00000000210	SAAL1	6.43651154609885	6.36194888507902	4.7406945335673	11.3977095373084	10.8011114317534	11.7047513774246
ENSFCAG00000000211	USP25	8.42807060297615	9.22439660206157	5.40595624198343	29.706869323239	31.627445844099	38.1874345453259
ENSFCAG00000000212	CCDC129	0	0	0	0	0	0
ENSFCAG00000000213	PPP1R17	0	0	0	0	0	0
ENSFCAG00000000214	PDE1C	0.0832254550448019	0	0.121450604692517	0	0	0.0483209651872539
ENSFCAG00000000215	SOCS5	184.055599377618	195.057237382624	150.408205806735	218.15911574377	203.072963198182	209.494329796486
ENSFCAG00000000218	GINS1	2.62983988656327	3.00915296738177	2.45187398856092	6.96145929649119	5.48645287953927	4.24137067527861
ENSFCAG00000000219	LRCH4	16.5016239574228	14.1951230729955	11.2465087868723	11.3894852403412	6.69011088190931	9.8265595987959
ENSFCAG00000000220	CHGB	0.3436673019257	0.307749842738323	0.37613433542935	0.186079712538258	0.509425554093868	0.698370168501811
ENSFCAG00000000221	SUCNR1	2.71529589965368	2.59361502684665	0.264161430542809	0.130684913418171	0.178886331888297	0.210201263654704
ENSFCAG00000000222	CPB1	1.79514365091778	3.40260318588745	2.22669962605717	20.3037080659303	19.0407950520222	53.0860887812175
ENSFCAG00000000223	CMYA5	0.0292798947470123	0.0950467231116072	0.144207149200988	0.0528456287727591	0.130206684095807	0.229500006325131
ENSFCAG00000000224		0	0	0	0	0	0
ENSFCAG00000000225		29.8389320462411	28.4112968173243	18.3700597405511	7.74159927164353	6.45033976431434	5.25151310370136
ENSFCAG00000000229	KHDRBS3	7.66459114420577	4.48632897479721	7.39835196525169	5.53335511348524	6.31188388798785	5.42354245183475
ENSFCAG00000000230	LSM5	20.8749561691492	21.6671953152701	18.0007146240749	38.3610484309887	45.6337066863555	40.4002208936838
ENSFCAG00000000232	DTNB	8.10889914800064	10.0143752038016	10.2728536502555	8.17003237353108	9.95062143975784	7.03621072024252
ENSFCAG00000000236	SCN11A	0	0	0.0104033192180216	0.020586758157353	0	0
ENSFCAG00000000237	FAR2	23.357325579831	13.2905007029785	6.9432938061751	5.5427751568276	5.55678970089044	4.26931007383565
ENSFCAG00000000238	C8orf46	0	0	0	0	0	0
ENSFCAG00000000239	JAKMIP3	0.191172862603087	0.299587658255933	0.348722331278979	0.230024736901774	0.125946539204023	0.221991150029429
ENSFCAG00000000241	HNF1B	0.102977232687963	0.115268556928698	0.375685755423296	0.0743431171143247	0.101763602040634	0
ENSFCAG00000000242	ZSCAN31	11.4075541149888	11.5118848376344	6.1465854814067	6.46173148113835	4.68267696827087	6.41946968912356
ENSFCAG00000000243		0	0	0	0	0.0701140347664876	0.0823878412189598
ENSFCAG00000000244		18.9452037960851	14.1920398205764	10.3675001949393	7.89072198738833	5.76059276359844	4.65369633079603
ENSFCAG00000000245	EYA1	0.802563675971797	0.602427888916222	0.585589130746752	0.647565538713465	0.419879181408593	0.712661583338038
ENSFCAG00000000247	PIK3C2G	0	0	0	0	0	0
ENSFCAG00000000249	LIG3	17.8823925225874	15.3907168332739	10.251886287381	14.0165369266686	10.6590849829073	12.0306019094717
ENSFCAG00000000250	RFFL	14.8899586347407	15.0176794092239	10.8644313153248	12.190288723584	7.88817169095196	8.82340824318523
ENSFCAG00000000252	FNDC8	1.24752294584393	1.55601845796518	0.910252855089879	2.3159146885588	1.93728912986534	1.96600005418882
ENSFCAG00000000253	NLE1	14.0371895402027	17.7460667512775	5.80965687151169	13.2848712803774	8.15985604064763	17.1904144081951
ENSFCAG00000000254	UNC45B	0	0.00762545838145168	0.037279586499659	0.442627481896179	0.269282146937191	0.197763319060181
ENSFCAG00000000255	SLFN5	1.56342046821077	3.64589532194621	0.80802906083408	20.4575376157178	16.0936967768727	19.3270190162991
ENSFCAG00000000257	TRPM4	11.8922975721201	13.5707414073282	7.15784043466924	8.61890115471442	5.67029408282231	8.32863367006524
ENSFCAG00000000258	BAX	147.508449748988	155.382615096971	134.755349755313	142.205605316694	107.846097337475	129.684326491097
ENSFCAG00000000259	NTF4	0.818449380179256	2.13765811973025	0.796240141351876	0	0	0
ENSFCAG00000000261		0	0	0	0	0	0
ENSFCAG00000000264	ANKRD33	0.587390541557468	0.263000503359987	0.160720666287068	0.848118417692532	0	0.255780619294279
ENSFCAG00000000265	ACVRL1	6.25698620355022	3.5910483749281	0.498043487623651	10.9232959053879	6.52051285642903	12.3516090361062
ENSFCAG00000000267		25.9967684843937	23.3391737013925	11.7101423091965	30.0671658401321	23.3310643553182	34.1920931082587
ENSFCAG00000000268	NR4A1	9.76987264101429	24.9833713219501	3.79019031029997	1.09275496526152	0.475937420060681	0.798932292936431
ENSFCAG00000000270	KRT7	1.13800869336156	0.934150058063122	3.63276365973142	0.136928508951907	0.281149193775074	0.0550609570364744
ENSFCAG00000000271		0	0	0	0	0	0
ENSFCAG00000000272		0	0	0	0	0	0
ENSFCAG00000000273	OXER1	0.323394792542853	0.470593597304591	0	0	0	0.187764050118443
ENSFCAG00000000274		0	0	0	0	0	0
ENSFCAG00000000275		0	0	0.0546896711669998	0	0	0
ENSFCAG00000000276	HAAO	0	0.0450595267994735	0	0	0	0.116860143080879
ENSFCAG00000000277		0	0	0	0	0	0
ENSFCAG00000000278	KRT85	0	0	0	0	0	0
ENSFCAG00000000279	NAP1L1	419.249999036299	400.97714243529	236.205805886357	489.046282601659	638.95003351746	600.999195136023
ENSFCAG00000000280	PVR	18.0480684364885	26.6227295505932	36.0336424097364	37.8393162046592	16.2472838673484	17.5124586071791
ENSFCAG00000000281	KRT82	0	0	0	0	0	0
ENSFCAG00000000282	KRT84	0	0	0	0	0	0
ENSFCAG00000000283	CEACAM19	0.770090609666945	0.387903752447291	0.280947608403008	1.11191444727664	1.14152214462911	0.558896336474031
ENSFCAG00000000284	KRT75	0	0	0	0	0	0
ENSFCAG00000000285		0	0	0	0	0	0
ENSFCAG00000000286	KRT5	0	0	0	0	0	0
ENSFCAG00000000287	KRT71	0	0	0	0	0	0
ENSFCAG00000000288	KRT74	0	0	0	0	0	0
ENSFCAG00000000289		0	0	0	0	0	0
ENSFCAG00000000290	KRT72	0	0	0	0	0	0
ENSFCAG00000000291	KRT1	0	0	0	0	0	0
ENSFCAG00000000293	KRT76	0	0	0	0	0	0
ENSFCAG00000000294	KRT3	0	0	0	0	0	0
ENSFCAG00000000295	KRT4	0	0	0	0	0	0
ENSFCAG00000000296	KRT79	0	0	0	0	0	0
ENSFCAG00000000297	KRT78	0	0.0248304906833613	0.0404640341582945	0	0	0.0643969189231963
ENSFCAG00000000298		1.46445313100289	0.151315358097333	1.43841326904635	0	0	0
ENSFCAG00000000299		1.16684337309605	0.116099321302712	0.189196700253388	0	0	0
ENSFCAG00000000300	EIF4B	317.623737392902	265.840724971444	140.175060673521	420.764969560568	410.327914105704	491.193286128709
ENSFCAG00000000301	ARHGEF4	0.0544257230438073	0.0365531742772913	0.416972116253834	0.0392919657739317	0	0
ENSFCAG00000000303		56.0957967187719	39.5158256298244	25.8224537167936	64.4569997446284	107.096326308252	60.5347465664137
ENSFCAG00000000304	TNS2	71.6083226733627	63.5485691441646	30.6075980931561	49.250416966098	45.4683382554777	47.7863502531889
ENSFCAG00000000305	SPRYD3	86.7762992727084	86.2037460676264	58.6111461943539	80.8692372330042	71.8558149986014	63.9677130006117
ENSFCAG00000000306	IGFBP6	710.433147920693	836.967173899263	843.317430119829	524.175574325486	314.86202885556	426.233666068785
ENSFCAG00000000307	SOAT2	5.352275864434	5.45314326416724	9.52409726950234	11.5920245970858	6.36862496943774	7.35664536405424
ENSFCAG00000000308	WT1	36.808765798363	24.1925489620047	22.8599500877736	0	0	0
ENSFCAG00000000310	EIF3M	163.805045459588	124.395468700823	113.322414182969	208.49292299534	189.780101616643	246.778474554491
ENSFCAG00000000311		0	0	0	0	0	0
ENSFCAG00000000312	GPRIN2	0	0	0	0	0	0
ENSFCAG00000000313		0	0	0	0	0	0
ENSFCAG00000000315	BHLHA15	0.39427584296348	0.176534584447225	0	0	0.389629133839072	0.228917814528462
ENSFCAG00000000316	TECPR1	3.47561676759747	3.30858683637177	3.26369274599392	3.27284058629855	2.32959218209279	3.63231756598581
ENSFCAG00000000317	BAIAP2L1	3.91405428172429	2.1507877702683	1.29812845847441	0.770646062230621	0.586049315321565	0.34432006443484
ENSFCAG00000000318	OAS1	3.53671660189053	3.1444641809025	0.88476303594246	6.05494020729891	4.19404186430983	7.50968306244414
ENSFCAG00000000320	OAS3	1.83228455403389	2.55233733411527	1.05839745579631	7.12839405710729	3.31959888035415	6.38298160828257
ENSFCAG00000000321	MYH14	0.321261797969534	0.725753291616256	0.63929478624439	0.0843385133778304	0.0288614173214277	0.0169568751502453
ENSFCAG00000000322	OAS2	28.1353469512735	27.2220296286622	12.0636811724954	64.9632502046677	58.8033542216875	74.4484458721574
ENSFCAG00000000323	RASAL1	0.214525241264896	0.0960523577488865	0.104351968835115	0.206498397350944	0	0.0830360271333163
ENSFCAG00000000324	NAPSA	0.272171503889531	0.0304657793490865	0	0	0	0
ENSFCAG00000000325	POLD1	8.91187104011994	8.60394521665196	3.56530793976921	9.7238312178869	5.10396457511126	5.67404736353874
ENSFCAG00000000327		0	0.104348377851571	0	0	0	0
ENSFCAG00000000328	RITA1	44.7019263421355	42.6263123522858	29.3088558623755	44.9067828854796	34.7983060119937	49.0923896314589
ENSFCAG00000000329	MYBPC2	0.926882363033266	1.6381811014407	0.338149017656811	0	0.0482083504580872	0.0849711887826432
ENSFCAG00000000330	IQCD	1.4855296276854	3.02082943751498	1.44521866516156	0.983087800293398	0.734011013426432	0.862503249578669
ENSFCAG00000000332		1.81781914966607	1.17565839045922	1.62111698954413	0	0	0.469080714683171
ENSFCAG00000000333	SLC8B1	15.8424751532778	17.2708159607799	9.19010843488025	25.5029933087626	12.4468192362506	23.3668348320891
ENSFCAG00000000334	EMC10	91.4256101741505	78.5144369631084	78.1864277977042	66.1459711453072	80.6018290314175	58.9227394881115
ENSFCAG00000000335	SHANK1	1.17144521633725	1.3112684822018	0.268349508121379	0.0983383872857347	0.215374741280276	0.0474519653400618
ENSFCAG00000000336	CHRM1	0	0.251590503214719	3.37106658542873	0.450735384674358	0.86377651796864	0.289995669597749
ENSFCAG00000000338	SAR1B	108.475388956424	118.962132205919	124.105429469124	170.616706610001	127.207059424659	150.650928775595
ENSFCAG00000000341	SERINC3	120.98537625405	134.040041424907	96.4573177048494	140.378390890846	132.954146065895	176.43707463064
ENSFCAG00000000344	CYP1A2	0	0	0.0409372977156354	0	0	0
ENSFCAG00000000345	SLC16A12	0	0.0238648604900691	0	0	0	0
ENSFCAG00000000347	CSK	50.1463696621279	53.8549887880632	33.944204719811	48.342749808446	27.7629500952588	38.1186202925931
ENSFCAG00000000348	CDC73	19.4766337464221	18.3373640434739	10.5004168640858	31.7151650405607	41.4881788979864	36.6888130413114
ENSFCAG00000000349	BCL9	15.3092358205426	14.7564654487446	9.64712576900961	6.53091052871458	7.18236431539438	7.40715937137368
ENSFCAG00000000350	LMAN1L	0	0.0488144873660962	0.238645837819856	0	0	0
ENSFCAG00000000351	GJA5	1.60346164547847	0.394867051006097	0.0584981440895203	0	0	0
ENSFCAG00000000352	SCAMP2	70.7974392961858	67.9161012498951	40.1309035322557	68.7853282211841	70.1265263473855	83.7470827679774
ENSFCAG00000000354	ZFR	63.4613649569788	51.366420679311	37.4620135489121	73.7807226128141	107.462937609466	71.80704333248
ENSFCAG00000000355	SLC22A3	7.16110574109684	3.94626592601683	0.50241229014648	2.38609392154818	1.08872446967823	2.47866514008624
ENSFCAG00000000356	MAP3K4	9.14709891198532	6.99040903953137	4.43604081941431	9.09657067400117	9.11190123719361	8.72341951292423
ENSFCAG00000000357	AGPAT4	33.0008880559682	34.0005609645407	44.10175082914	28.3503912719298	24.8973016523232	35.5051530333599
ENSFCAG00000000359	CDH6	5.34630017086207	2.37737732363079	1.95045911215149	0	0	0.0425216296706813
ENSFCAG00000000360	DROSHA	19.5430020156691	17.1698842936367	11.4777826342392	27.4489781211036	35.3330391024692	27.0207704344884
