ensemble_geneid	gene_name	Rabbit_ESF1	Rabbit_ESF2	Rabbit_ESF3	Rabbit_SF1	Rabbit_SF2	Rabbit_SF3
ENSOCUG00000000045		3.07856848218855	3.01552157644372	2.04818688707189	9.50978977592732	9.96133626873881	8.17373987111326
ENSOCUG00000000046	RTP1	0	0	0	0	0	0
ENSOCUG00000000049	MASP1	0	0	0	0	0.0216155782282783	0
ENSOCUG00000000051	DMXL1	9.20831347703091	8.3882000066475	8.76521476491513	22.1092899742902	19.2992842940613	19.560262524856
ENSOCUG00000000052		0	0	0	0	0	0
ENSOCUG00000000055	PPP1R32	0.174211336052293	0.307958391852119	0.123952532029154	0	0.0750944914164039	0.098931963637263
ENSOCUG00000000057		92.0482463734973	83.5528578660457	84.4289997949386	159.369479460649	143.437894500532	140.020353106631
ENSOCUG00000000059		6.33419207546246	6.70989279688674	5.722142338781	4.75896748679212	4.38701307058323	4.04167548129487
ENSOCUG00000000060	TDRD7	20.0665741282135	20.3073999396386	18.9006929219122	10.1927404897459	10.8740051614547	9.87610150236085
ENSOCUG00000000061	FBXO5	0.68005535246135	0.924733396806513	0.818846661890623	53.5184907256025	50.8711640078688	55.5523883414036
ENSOCUG00000000063		7.4888012122243	8.47707338831949	7.57184049985584	14.4954902058045	14.3564505519303	17.9064257544357
ENSOCUG00000000064		95.5597394631125	103.823337257118	104.859455391367	108.074800556588	103.705424502532	95.6490743030114
ENSOCUG00000000066	USP27X	2.73164024972294	2.80648151381276	2.69111122243379	2.07412089092811	2.8984232060156	1.67058433373511
ENSOCUG00000000068	FRMPD1	0	0	0	0.0404385107410208	0	0
ENSOCUG00000000069	MYO1C	270.030076260911	248.650618058908	254.574788129509	256.840656710572	252.322765353891	254.041202040434
ENSOCUG00000000070		0.723960882739173	1.46259026873745	0.147172290095023	1.18552790993442	1.8723973603614	1.99689944233984
ENSOCUG00000000071	ZNF567	3.37618392601269	3.46539337503703	3.18814336836089	5.6773177634649	5.9688139167874	6.07876032188474
ENSOCUG00000000072	CBLN4	0	0	0	0.114697929452039	0.103515114500703	0
ENSOCUG00000000073	INPP5K	58.5739458379182	53.589644886478	56.6204799695513	32.0613928634242	32.342390742197	32.771373442885
ENSOCUG00000000074		18.2599916922077	20.1419167651453	18.085012036967	170.380426985748	174.800106657764	181.177146108003
ENSOCUG00000000075	PITPNA	223.918431060863	207.956900050805	240.16814562717	320.205987536634	317.89481424175	358.578168287041
ENSOCUG00000000076	SLC43A2	18.7355506765719	19.6379880125062	17.8671501127654	1.94495385224201	2.1710596279063	2.00824355681852
ENSOCUG00000000077	RILP	4.06388351186736	6.61369749100421	4.95682342001155	0.831855601751343	0.75075137166039	0.989064657085216
ENSOCUG00000000078		5.36662779976097	4.30065655102062	4.68389371031436	12.5768392884322	12.5226982289899	11.9466945746425
ENSOCUG00000000079	MS4A8	0	0	0	0	0	0
ENSOCUG00000000080	PLEKHA2	16.7967717239652	18.0734745258402	20.3224998622196	8.75885614869582	9.37393499409425	6.35908717566155
ENSOCUG00000000081	PRPF8	83.3961493358917	75.2479638056582	78.2516002543004	160.903939581389	149.566172047951	154.645474336503
ENSOCUG00000000083	HTRA4	0.156427262163378	0.64521560292994	1.11299044384997	0.224138870471657	0.202285786252811	0.0888326590159813
ENSOCUG00000000085	TM2D2	59.2275112657667	59.0605095373849	61.2134273838414	78.0332203049808	79.2853715752179	74.7297431782449
ENSOCUG00000000086		44.2265745098635	42.8838670696994	42.0773757315525	88.7723620384768	88.9801517262636	87.5722227335139
ENSOCUG00000000087	TLCD2	1.0859413241052	1.46259026873745	1.54530904599774	0	0	0
ENSOCUG00000000090	WDR81	22.3604917314599	20.421477034522	20.7216723922342	9.1033675419921	8.96903965940694	10.1070917886302
ENSOCUG00000000091	SERPINF2	0.0522634008155863	0.0615916783704238	0.148743038434782	0	0.0450566948499034	0
ENSOCUG00000000092	SERPINF1	7.27983539191503	8.60068471656212	7.63317081332637	49.4100396789193	47.9430093503273	46.9361089659347
ENSOCUG00000000093	SMYD4	2.77359156131346	2.50984735100904	3.10110266147559	4.63654022295282	3.97099274333561	4.21896533585074
ENSOCUG00000000094	PTGIS	10.4878021273786	9.49811487824855	9.11631071803257	15.5951302170765	16.5688761437076	15.7258255813999
ENSOCUG00000000095	RBBP5	20.4554801549998	21.5081891967463	19.6961180013395	30.7724752674102	34.1080895058837	31.5102338930201
ENSOCUG00000000097	DSTYK	8.68003455534875	8.41991246288635	8.45806639901033	7.56548099981005	6.84096728351683	7.85573737174536
ENSOCUG00000000098	SLC16A10	0.0571423788724251	0.269365939905179	0.0813143703266438	0.43667846910753	0.541891908379192	0.259602291188405
ENSOCUG00000000100		197.670701934575	178.991463528213	201.192473846956	172.074644595021	171.713253243329	192.037094576516
ENSOCUG00000000101	MFSD4B	7.22868838817095	8.42730583417907	6.19403377444594	13.4390511156326	12.9998981476025	9.97574208079546
ENSOCUG00000000102	BBS9	3.01221968627339	2.68403918691592	2.26518603052895	7.13501427202618	6.56604091581723	5.95230967653385
ENSOCUG00000000103	MIXL1	0	0	0	0.0440748290972383	0.0397776228600686	0
ENSOCUG00000000104	ERG	0	0	0	0	0	0
ENSOCUG00000000105		21.2084349049466	19.1852430076562	20.1684297026244	25.6707587405536	26.2534405576293	25.667428187072
ENSOCUG00000000107	MPPE1	1.448410006808	1.77175085216573	1.43494779672073	2.88976046578791	2.75027004197173	2.49882524465699
ENSOCUG00000000108	ARL4A	3.17523994838747	3.52185915458777	1.59473257625216	9.63462607400998	6.11889343492069	6.15199310199752
ENSOCUG00000000109	ADAMTS9	0.237646842895061	0.300067973371839	0.12077665705584	0.697245860819324	0.673168072414416	0.732618402615708
ENSOCUG00000000111	COL4A3	0.251430495405385	0.218331680935307	0.112985987954733	0.0252817901131015	0.0228168669724947	0
ENSOCUG00000000114	DUSP2	0.0680118531145078	0.400755032875657	0.193563555451372	1.10445240522192	0.938136979724039	1.23593264717612
ENSOCUG00000000116		72.5822496437749	67.7057411905274	63.9463600464196	85.5259593024437	84.7393548231414	81.7906518649088
ENSOCUG00000000117	TM4SF20	0	0	0	0.203185378331069	0	0
ENSOCUG00000000119	SLC51A	0.110095433780405	0	0	0.525838992308963	0	0.250086078167958
ENSOCUG00000000120	ADCYAP1R1	0	0.0594935306537152	0.0718380205798938	0	0.130565455941247	0
ENSOCUG00000000121	LRR1	1.55660119994622	1.36103055658817	1.0718053315648	17.699276298669	18.2679486684673	15.9114619198491
ENSOCUG00000000122	FKRP	18.1537273332604	18.1982411135021	18.1744118645369	7.8895564184432	8.76212352584147	8.62824547633847
ENSOCUG00000000123	PCYT1A	27.6660577771913	26.8194667642744	25.6534596121978	47.4847610216138	46.6251105430684	41.3557558043598
ENSOCUG00000000125	PLEKHF1	22.3914452410534	23.7017976585968	24.6129886724853	3.97045999121921	4.27689948078274	6.54823600746586
ENSOCUG00000000127	GALNT1	27.3709179903417	26.7349012670431	24.2993775720725	97.6347447598919	98.5321110576314	87.7999246549736
ENSOCUG00000000128	C21orf91	1.32314409007148	1.53568073117907	1.08406616388393	4.00242283476902	3.54306183113364	3.43819390822637
ENSOCUG00000000129	LUC7L	20.4807683298972	21.7109304812602	22.2479999597723	21.1495139316992	21.090663054827	22.4320136294506
ENSOCUG00000000131	NXPE3	33.1026150353499	38.4696814896178	32.3062253854473	7.80340163087362	9.87093356047327	7.37779427282874
ENSOCUG00000000133	NFKBIZ	155.51289169231	151.384866057139	142.316167074174	103.063020052679	104.605721257943	103.997681605077
ENSOCUG00000000134	NTNG2	3.55510270519558	2.79309215723211	2.67000600996239	0.518830879478564	0.340542489790646	0.280401203382561
ENSOCUG00000000136	BNC1	0	0	0.0345708852272463	0	0	0
ENSOCUG00000000137	CCT3	88.4636216305812	85.3249592535283	91.4480813110883	197.70271146297	203.812690609175	184.665371238573
ENSOCUG00000000140	AP3B1	119.898437814671	120.659952177156	118.685818950525	154.801907412417	151.040053735487	149.318270640896
ENSOCUG00000000141	ACTR6	29.2061436492489	28.7276918635133	20.7803667554932	33.6654523979895	36.776980924875	29.1229642299547
ENSOCUG00000000142	F8	0.183985822298198	0.266861154840059	0.241674728193379	0.0811158515906899	0.0854084244546298	0.0321485370653232
ENSOCUG00000000143		17.2893289759951	15.4269595287349	13.7073559926175	26.4247931503471	32.5786582070499	23.5640316547246
ENSOCUG00000000144		3.52531163947388	4.01127023515384	2.33529781201888	1.04509435557152	0.314399926826447	0.414200849378138
ENSOCUG00000000145	NFIL3	40.5973965186687	37.895807819703	40.3822485664439	15.2817593914592	16.3561269569608	14.152355098083
ENSOCUG00000000146	IQGAP1	160.522848255681	148.796949194647	147.733651909913	275.104252574647	263.764298282315	269.90753397335
ENSOCUG00000000147		0	0	0	0	0	0
ENSOCUG00000000148	CDO1	2.48900837032936	2.01661703836396	1.99231438566916	1.48600356113857	0.938784864378773	1.94352115858183
ENSOCUG00000000149	MSN	477.649702682803	462.994151853514	431.342224199023	591.078505649436	592.164656212543	559.599882957196
ENSOCUG00000000151	SSMEM1	0	0	0	0.123379194754901	0.334049922252909	0.146696134154439
ENSOCUG00000000152	EDEM3	35.1245486294899	30.7953752178161	33.2614364506442	53.1652335473529	50.176017851154	58.3946753775091
ENSOCUG00000000153		38.6739620208338	45.0918583401222	42.2997354438893	37.532514419859	40.2576425025547	35.163130341489
ENSOCUG00000000154	IL13	0	0	0	0	0	0
ENSOCUG00000000155	NSRP1	24.0838954576341	20.5564647618443	21.1048187936686	51.0867463264156	50.9149507286215	58.3278591274941
ENSOCUG00000000156	TRAK2	25.9154085799892	22.6765290576041	22.0801768314943	25.6158709111048	24.2125276980637	25.9929978922449
ENSOCUG00000000157	ST3GAL1	5.20644374949812	5.77479556822612	6.75511807114062	3.80319932492928	3.76243311480673	5.5654778075538
ENSOCUG00000000158	GPAA1	78.4148013966904	83.1402303679909	71.9026376316739	30.5345725094901	31.6839643922299	27.0870671128398
ENSOCUG00000000159	RGMB	36.9892843920163	33.7180941850135	34.3035370481571	33.6727364144225	33.2515246118632	34.5605797602764
ENSOCUG00000000161	SH3BP2	12.9430944338541	13.2016464378685	15.402351626082	10.9900349392502	11.2888519424733	11.0037874393942
ENSOCUG00000000162		2.33425137321333	2.29240184608846	3.04486504844272	0.185814607645293	0.838490305712406	0.441861930856911
ENSOCUG00000000163	PIGG	40.535639002016	41.9073812033915	36.4995049884533	29.3108318048966	31.0328184021833	28.8391897443247
ENSOCUG00000000164	LAMTOR1	104.738942523782	110.328367835386	121.58927501944	49.8439452714541	53.3419936610858	48.6847949968693
ENSOCUG00000000165	FOLR1	0.438666519017163	0.387721714376578	0.62422833072531	0	0	0
ENSOCUG00000000166	LYRM7	2.41990504449173	2.13027806033961	2.53080715991412	2.28374474289075	2.66432845057275	3.04647959265593
ENSOCUG00000000167	INPPL1	68.6659339228639	64.4044314848527	64.7633419578917	30.7172752312874	28.8226546434222	31.7597427280185
ENSOCUG00000000169	PHOX2A	0	0	0	0	0	0
ENSOCUG00000000170	NUP155	12.0729758746287	11.880160307928	11.8909235453282	58.6081639085345	54.8073455061436	51.9784943267932
ENSOCUG00000000171	GREM2	2.05310781589751	2.41955851098218	2.08685708220597	133.922975106606	125.417187476824	94.9399043232785
ENSOCUG00000000172	VAV3	12.6325087357399	13.8702270746052	14.0831213383645	4.87595221319796	4.51136217140687	4.90071271780398
ENSOCUG00000000173	CEP170	64.8607103202406	66.5011469028005	64.1927755317943	129.951947520757	127.865005517761	127.993988859627
ENSOCUG00000000174	EXOC6	8.79763081320757	8.42126042110549	6.94940374693339	15.0926604315606	13.52828519832	13.7034253908356
ENSOCUG00000000175	TMEM74	0	0.144586129507845	0	0.35159038505398	0.10577034575337	0.139345347476309
ENSOCUG00000000176	CYP26C1	0	0	0	0	0	0
ENSOCUG00000000178	CYP26A1	0	0	0	0	0.0442557782139687	0
ENSOCUG00000000179	RPS15A	1636.43060600857	1592.58638732583	1786.35404998138	1210.03180596426	1255.88372820435	1155.30550091677
ENSOCUG00000000181	GPR39	0	0	0.370996814615299	0.166028792941591	0.224761984725912	0
ENSOCUG00000000182	LYPD1	0	0	0	0	0	0
ENSOCUG00000000184	NCKAP5	0.0693626659015721	0.122614380497113	0.123380003013365	0	0	0
ENSOCUG00000000185	ANO6	176.746278814424	162.702259328037	173.319381982512	224.512203083658	216.140288208143	220.724589268786
ENSOCUG00000000186		26.6133338274515	22.7489465618603	24.1870286246302	65.3519459008575	63.7219346336698	69.8033264645827
ENSOCUG00000000187	CKAP4	206.282865289998	214.501268810189	187.840987193668	317.188521556263	317.473092539728	291.091933215666
ENSOCUG00000000188	PREP	16.321205907605	15.8138901647238	14.9918471833503	97.8289656339894	100.346748265016	91.4441251364523
ENSOCUG00000000191	YPEL4	3.32343822563009	2.95922772079066	3.1528647327339	0.0705486280829041	0.0318351401316768	0.083881330480665
ENSOCUG00000000193		40.7028178302201	39.7561998861008	38.9027410310909	11.0205400004907	11.0621192644179	9.68690415557666
ENSOCUG00000000194	EGR3	1.39318030364656	1.38260486341984	0.730399978773107	1.96121511662446	2.08607217073721	2.08201544568245
ENSOCUG00000000195		0.834278731538017	0.983185680654564	1.18718980677262	0	0	0
ENSOCUG00000000197	HK2	81.0128557729845	78.9782707946908	72.1686435167236	29.373988814421	28.1070776688953	22.2081647540208
ENSOCUG00000000199	DEUP1	0	0	0	0	0	0
ENSOCUG00000000200	RAP1GAP2	103.963965007255	106.391213035183	101.665535124736	150.965150484467	155.694656443014	138.424456484337
ENSOCUG00000000201	COL25A1	0	0	0.0991160321050105	0	0.120095457515773	0
ENSOCUG00000000203		55.6873318949665	64.1091145075459	53.9353243022454	57.9491794164471	59.5605368176343	49.5706002300933
ENSOCUG00000000204		0	0	0	0	0	0
ENSOCUG00000000205		0.926976368374897	0.546214267029861	0.659549892648856	3.09920413491649	3.59619175561459	5.2641575713193
ENSOCUG00000000206	CRYBA2	0	0	0	0	0	0
ENSOCUG00000000208	CFAP65	0	0	0	0	0	0
ENSOCUG00000000210		0	0	0	0	0	0
ENSOCUG00000000213	NTM	0	0	0	0	0	0
ENSOCUG00000000214	ELP6	4.0776544743663	2.98269813232146	3.80167522392428	10.0736570998572	12.1219946818778	14.3729246048256
ENSOCUG00000000215	PER2	1.7389063822467	1.76553058094153	2.01765868585083	3.39881840639783	2.83680589557504	3.49422525724995
ENSOCUG00000000218	OTUD6B	22.4851935657773	19.2500186535	23.2442623760145	97.3770018465149	95.9671296788263	90.814494166083
ENSOCUG00000000219		0	0	0	0.132332912455783	0	0
ENSOCUG00000000220	MBNL2	136.036696768547	140.42620378743	132.049874531311	112.196531674926	116.160596797204	123.937750314632
ENSOCUG00000000221	DEFB135	0	0	0	0	0	0
ENSOCUG00000000222	ANO5	1.17137419404641	1.4149591113933	1.00012869837005	10.6859342927297	11.0073763253207	8.11550781899483
ENSOCUG00000000224		0.113707853364805	0.268006192606722	0	0	0	0
ENSOCUG00000000227	ASAP3	2.11278380064413	1.65992387642489	1.07926346069683	0.646865427047	0.793964413575818	0.861407602579429
ENSOCUG00000000228	DNAJA4	22.578443979646	21.2035502311366	21.3359483675159	7.41395919242656	8.74406844257928	7.91354995274533
ENSOCUG00000000229	SIPA1L1	11.523008364933	10.7077548284391	10.7032605792372	20.132083292979	18.0654959423598	19.2382565293296
ENSOCUG00000000230	KBTBD3	1.32573987836965	0.781182844180012	1.71504145439987	1.78447640054555	1.87025060805038	2.12171744166134
ENSOCUG00000000231	AASDHPPT	31.2450841068972	38.1063740421285	33.2604628122102	77.7400366229743	76.2160639817937	62.0338516895494
ENSOCUG00000000232		0.230322349197363	0.271431629628579	0.32775178714491	0.660040845561472	0.397125469944201	0
ENSOCUG00000000233	RTN1	0	0	0	0	0.0988266436655826	0
ENSOCUG00000000234	RAPGEF1	18.5659606779882	17.870167859714	18.5730280316942	15.6897209330568	14.9438624594448	16.2230643527433
ENSOCUG00000000236	RGMA	12.0948914044216	12.7712779137061	15.0081597994927	18.4856800389301	20.8542047683951	22.9682792589225
ENSOCUG00000000237	TRIM45	6.85385214147903	7.36864428276966	5.81765254063585	1.56976974052873	2.38423674046771	1.68434308625162
ENSOCUG00000000239	ATP6V1G3	0	0	0	0	0	0
ENSOCUG00000000242	ASB10	0.152767214319935	0.135025500394789	0.0543474479192211	0.0729648408453185	0	0
ENSOCUG00000000243	INS	0	0	0	0	0	0
ENSOCUG00000000244	GRAMD4	34.9599183224099	35.7064665398257	34.5998103079493	8.42401123921322	8.03712654105785	8.2989974060502
ENSOCUG00000000245	ABCF2	94.0000149877266	89.8975325481222	97.2390222469654	188.002195436123	185.607529590535	184.971351007666
ENSOCUG00000000247	CHPF2	113.952659683679	117.635274967699	103.98386013449	45.0035692869298	46.538952131381	43.8101772465001
ENSOCUG00000000248		57.8596837930861	61.6804428481395	53.4235413046153	95.7732208886593	87.0066864165756	88.5400337862822
ENSOCUG00000000249	SMARCD3	4.47973321000143	4.85882680619416	4.85155707728622	5.33957013499998	4.44302466109872	4.23244939261263
ENSOCUG00000000251		69.9339628770078	70.9579354452168	67.0145314363139	101.38622107207	100.000493050795	102.53263861623
ENSOCUG00000000252	DIRAS2	0	0	0	0.537933289132793	2.2656008060323	2.13198381638518
ENSOCUG00000000255	ARHGEF6	80.7768698824723	78.7674097437352	82.6147461139274	29.0270933244207	28.4802364407563	29.1036899686476
ENSOCUG00000000256	PTPDC1	8.26624798220586	7.42221431267129	7.42188122972769	22.4197622469458	21.0398427222363	20.0624427282191
ENSOCUG00000000258	PDGFRA	286.30802811166	280.876373840536	273.429536349034	74.3837765908814	74.1051612228786	69.5337231365206
ENSOCUG00000000259	EIF4E3	8.09741121786361	7.59077179917456	6.54700261085044	3.86749423559378	3.9663879657412	4.80741448792298
ENSOCUG00000000263	ZNF333	2.17002064251917	1.78175231925109	1.72116273312586	2.12386800826543	1.94746391818799	1.83838149675808
ENSOCUG00000000264	UBR4	28.8520749369373	28.3183757583509	28.1745462866976	41.946880203211	34.46856671942	36.6794616859985
ENSOCUG00000000265	SNAP91	1.16511340094214	0.320382920074917	1.16058038006631	1.0016688832117	0.837044632771096	0.838090189888153
ENSOCUG00000000266	WNT2B	8.87475353610598	7.2936169466951	8.47465196433636	0.0557732803662007	0.201341995648481	0.0663136490321546
ENSOCUG00000000268	PCDH15	0	0.0140752987155812	0	0	0.0102966253872275	0
ENSOCUG00000000269	ST7L	11.7068144586799	15.1442310488312	12.2548625215009	13.2394572952889	13.1667020729313	13.8311494898026
ENSOCUG00000000270		211.402661465304	218.732525558768	204.266481459152	321.705202324494	327.291911704863	327.436231051143
ENSOCUG00000000271	MAMDC2	0.116081039687986	0.0683999314034695	0.0825924369563582	0.0277213753739828	0.100074390519416	0.197761961838981
ENSOCUG00000000272	EMC1	164.479117308462	155.981732175211	156.859494066354	180.790677133684	181.667737940993	175.082364488513
ENSOCUG00000000274	MRTO4	8.15267017816238	8.28908791796295	7.78478980688496	36.2750787625028	36.367417809238	32.0150605575939
ENSOCUG00000000276	MOV10	9.98093094206274	9.83477081271441	8.59780169779824	0.829061382184149	0.719451521943183	0.985742369162966
ENSOCUG00000000277	MICU3	16.0997047350553	16.1562815500746	12.9056869443282	10.4094456698406	11.5158949476974	12.1371363329797
ENSOCUG00000000278	RTF1	13.2131904026303	13.2730066888427	13.0338928446195	33.1892966503898	33.1844852477294	35.5523684965985
ENSOCUG00000000280	FAM19A3	0	0	0	0	0	0
ENSOCUG00000000281	ALG6	8.26178938027209	8.23298688897277	7.00211463700627	20.7165247270559	19.2727946514696	21.3198381638518
ENSOCUG00000000285	LBR	118.858345839007	118.254237675461	113.320957477638	88.6541268917692	85.0751348886212	77.2366739802667
ENSOCUG00000000286		64.3640825376879	62.0363915196538	58.6593733351092	44.6490083848505	47.8102695079365	44.0086419414678
ENSOCUG00000000289	PLEKHG3	6.20928350303603	6.00516557307266	6.91504714414156	9.79965362674387	8.40781551131819	9.81191653023345
ENSOCUG00000000290	PCDH7	15.6490721498414	13.5063387875149	13.8706151865773	4.25545603979092	4.36576220229798	4.28126567589595
ENSOCUG00000000291	UBXN4	176.513666219165	175.35617192059	173.870611582274	218.544176995045	217.07430326383	212.502564465684
ENSOCUG00000000292	SPTB	0.0480903624072198	0	0	0.0153126470006766	0.0414590851415275	0.109239136620627
ENSOCUG00000000293		0	0	0	0	0	0
ENSOCUG00000000298	COPS6	146.122458154388	141.912650132069	144.142762387876	157.175117363239	149.178951803206	143.779609396173
ENSOCUG00000000299		0	0	0	0	0	0
ENSOCUG00000000300	MCM7	18.0808638347371	19.6500677327312	18.3886720937252	243.295666646248	248.14471800388	237.136964670721
ENSOCUG00000000301	NDE1	8.21499845059081	6.8736942006384	7.13093220914805	29.5058959465575	28.3288628450897	27.5245175419727
ENSOCUG00000000302	ZDHHC24	38.1529907715557	40.4664838073977	35.6156942030769	4.51922275423167	2.762927812237	3.11997631665429
ENSOCUG00000000303	PPP1R3A	0	0	0	0	0	0
ENSOCUG00000000304	AP4M1	2.70095106829013	3.20696519347786	2.51416232969832	2.3666736846039	1.83829852635135	1.49923131696565
ENSOCUG00000000305	RASGRP4	0	0	0	0	0.0172525190834165	0
ENSOCUG00000000306	CNPY4	69.8751002904692	72.5952202572712	64.544360106705	40.3998878368877	42.0093910390132	40.0290838994686
ENSOCUG00000000307	PPP2R3B	13.5476680911577	11.0409810278101	12.085038068876	11.4604578654609	11.7376599850713	12.9373524225715
ENSOCUG00000000309	MSGN1	0	0	0	0	0	0
ENSOCUG00000000310	IGDCC3	0.324915792376988	0.174049392720297	0.210163419765893	0	0	0
ENSOCUG00000000312	IGDCC4	1.08574793783163	0.8824404014848	0.852432471576096	0.143055474546577	0.306631159416207	0.361443279766155
ENSOCUG00000000313		0	0	0	0	0	0
ENSOCUG00000000315	GRIA3	0.155509325174301	0.0916327696847438	0.0553229630354982	0.111411796161712	0.033516457508275	0.353245506339203
ENSOCUG00000000318	FAM168A	70.2131527878462	56.5707028086023	73.8142059246509	40.6529737588881	44.4719896495733	61.3555647921381
ENSOCUG00000000319	FAM205C	0.0948044013111475	0	0	0.0905611597866003	0	0
ENSOCUG00000000320	FAM110C	21.4710313141573	15.8707130176679	20.7908874789633	2.79130640722489	5.14784809686025	3.89601103501421
ENSOCUG00000000321	DOLK	53.353595317493	51.220508186927	49.0624358919314	32.136274415683	31.6451530553755	35.124334488805
ENSOCUG00000000322	PARN	49.6625764600458	47.6574098433637	53.4235413046153	45.6325561804414	43.4261391842975	47.0043676052792
ENSOCUG00000000323	NUP188	34.4804860009914	31.8674141064675	33.048336579536	76.4415254056574	72.0746231639913	68.5026850594714
ENSOCUG00000000324	PSTPIP2	3.47549095490854	3.88249311695756	3.96683961471073	12.657253861984	12.4219468356532	12.9522642654013
ENSOCUG00000000325	GJA4	0	0.132465136615569	0.159950722469121	0	0	0.127663701580152
ENSOCUG00000000326	DDHD1	6.48833078711996	6.87695636414655	5.92304479681361	13.487312901443	13.2980916876429	14.7384968175715
ENSOCUG00000000328	SH3GLB2	33.6113865925954	34.3986299003602	38.5992078535367	14.6453042067033	15.4203196222238	13.1714183420538
ENSOCUG00000000329	IL4R	39.1448234325698	35.559206595097	33.4221647586813	7.75133114701475	7.52898037320005	7.32433062632738
ENSOCUG00000000330	R3HDML	0	0	0	0	0	0
ENSOCUG00000000331	RAB2B	26.1109035527649	27.097141683088	25.3253465699636	30.7744995859025	25.3102215602699	24.9346204130584
ENSOCUG00000000333	THAP9	2.3566851759477	3.13255875624748	2.80766056490949	3.6123987299363	3.28382181479006	2.77002276872987
ENSOCUG00000000334	TOX4	57.4643116618457	56.5886790550426	62.4710765254737	87.3418566225158	83.9420759470806	89.4057729451292
ENSOCUG00000000336	METTL3	22.745223937257	26.3480224574222	23.0797054517522	42.5902432014781	48.3536144489232	44.1808694479649
