ensemble_geneid	gene_name	Pig_SF1	Pig_SF2	Pig_SF3
ENSSSCG00000000092	NPTXR	3.20536095601196	1.79319539453185	2.5173533326682
ENSSSCG00000000093	DNAL4	17.0224276600809	15.3818551861601	18.5726919484973
ENSSSCG00000000094	SUN2	78.5434957720351	74.5117590580235	108.406509511942
ENSSSCG00000000095	GTPBP1	24.0825879432	21.8327361346938	24.2488643620763
ENSSSCG00000000096	JOSD1	67.6007467631326	81.2364204945724	79.6975373251374
ENSSSCG00000000097	TOMM22	197.486258442482	209.049449991126	157.158554444955
ENSSSCG00000000103	DMC1	0.787343029587478	0.755088516099249	0.643481520757773
ENSSSCG00000000104	DDX17	168.405723807428	166.424844831295	172.391759314264
ENSSSCG00000000105	KDELR3	163.240378064361	174.796643057565	154.626747733441
ENSSSCG00000000106	KCNJ4	0	0	0.137051030741414
ENSSSCG00000000107		66.2635936946742	62.8309528566546	62.0872862911176
ENSSSCG00000000108	TMEM184B	68.5393368890695	57.1984354306473	65.0631935643506
ENSSSCG00000000110	PLA2G6	11.3237866691748	10.4917613001922	12.4938860322157
ENSSSCG00000000111	BAIAP2L2	0.515147296501477	0.38425615597007	0.421020766438922
ENSSSCG00000000113	SLC16A8	0	0.0664343284872448	0.0636917653239418
ENSSSCG00000000114	PICK1	7.97920579376255	6.74133606965765	8.82117359744134
ENSSSCG00000000115	SOX10	0	0	0
ENSSSCG00000000116	POLR2F	59.9150224995167	45.8972630741883	55.2589755950427
ENSSSCG00000000117		0.162083381675093	0.388608571975952	0.670618635862506
ENSSSCG00000000118	MICALL1	47.4396509505954	40.6837683440332	41.7370297365588
ENSSSCG00000000119	EIF3L	212.64989495667	209.225895624757	219.112450383229
ENSSSCG00000000120	ANKRD54	13.0303078125674	12.2692954248153	12.4162788116082
ENSSSCG00000000121	GALR3	0.548863177399181	0.263189147924606	0.756972268426021
ENSSSCG00000000124		0	0	0.107340667433643
ENSSSCG00000000125	LGALS1	1226.89985628742	1051.345887193	1368.58436514765
ENSSSCG00000000130	CYTH4	0	0	0.027732096554814
ENSSSCG00000000131	ELFN2	0	0	0.112314991047228
ENSSSCG00000000132	TEX33	0	0	0
ENSSSCG00000000133	TST	4.79969413985538	4.4029351204893	7.48298627849975
ENSSSCG00000000134	MPST	1.7691489717232	1.13111568199845	2.55613427900335
ENSSSCG00000000135	KCTD17	10.5293669025534	9.16793733123874	12.8657365954615
ENSSSCG00000000136	CSF2RB	0.0191195895924971	0.238372305192922	0
ENSSSCG00000000137	NCF4	0.446891465345219	0.55103655253896	0.586987206235992
ENSSSCG00000000138	PVALB	0	0	0
ENSSSCG00000000139	IFT27	15.9646415739568	15.8525988182082	15.8476610779973
ENSSSCG00000000140	CACNG2	0	0	0
ENSSSCG00000000141	EIF3D	160.617313215242	137.976646080659	147.22552281876
ENSSSCG00000000142	FOXRED2	6.5823932169137	6.3127370660057	5.85182564817165
ENSSSCG00000000144	TXN2	65.6168193935245	68.3663296367908	59.1905300694094
ENSSSCG00000000145	MYH9	600.026343454902	545.734486010266	488.345946918583
ENSSSCG00000000146		8.92416794059823	7.03883050069987	1.18861243647397
ENSSSCG00000000148		8.8885862687989	5.68296931468617	11.7349360383693
ENSSSCG00000000150		0	0	0
ENSSSCG00000000151	APOL6	0	0	0
ENSSSCG00000000152	RBFOX2	82.5756548329144	77.1566581159323	80.5947209032582
ENSSSCG00000000153	ISX	0	0	0
ENSSSCG00000000154		0	0	0
ENSSSCG00000000155	TIMP3	2847.39792289118	2496.17564885885	2046.68822076155
ENSSSCG00000000156	FBXO7	30.1069308324471	30.1983488912223	26.8674297889735
ENSSSCG00000000157	BPIFC	0	0.0460517924221698	0.264904005728597
ENSSSCG00000000158	RTCB	49.2602078086881	45.1115257678564	46.9472367547214
ENSSSCG00000000159	ASCL4	0	0	0
ENSSSCG00000000160	PRDM4	10.5960010446432	9.66511722820904	11.885745808577
ENSSSCG00000000161	PWP1	50.3191455561322	46.1508699076938	43.5242584103796
ENSSSCG00000000162	BTBD11	0.270723053716721	0.129816268909356	0.186685728361659
ENSSSCG00000000164	CRY1	14.1430136796183	14.8221079085559	12.9031450777114
ENSSSCG00000000165	MTERF2	7.35253889412608	5.8899367603351	7.79415602808951
ENSSSCG00000000166	TMEM263	90.2093543906614	99.6453737796206	94.1853153721843
ENSSSCG00000000167	RIC8B	12.2201555524195	11.3575477094567	13.2312667267527
ENSSSCG00000000168	RFX4	0	0	0.0901598557596681
ENSSSCG00000000169		16.9537060912029	14.7681597268701	12.8651717017428
ENSSSCG00000000170		0.756240788351766	0.527462122128509	0.758530893549399
ENSSSCG00000000171	CKAP4	78.047200361218	68.1025419286802	69.9508460905467
ENSSSCG00000000174	TEX49	0	0	0
ENSSSCG00000000175		34.61024018293	31.6512531440554	31.7903542538293
ENSSSCG00000000176		23.9022637573929	23.5313178221246	26.6782549370336
ENSSSCG00000000179	CCDC65	1.64771810624702	2.17279868865909	2.84059161729744
ENSSSCG00000000180	FKBP11	162.460769847937	146.087435747843	138.682006192401
ENSSSCG00000000181	RND1	0.237927624406792	0.513406384164764	0.164070592621583
ENSSSCG00000000182	WNT10B	2.35783958309967	3.11896230495477	3.21446963012427
ENSSSCG00000000183	WNT1	0	0	0.082747792145988
ENSSSCG00000000184	DDN	0	0	0
ENSSSCG00000000185	PRKAG1	51.3245107759762	53.2850681541709	48.8593963469439
ENSSSCG00000000186	RHEBL1	1.27024041508653	0.348058112291994	0.834223665384581
ENSSSCG00000000188	DHH	0	0	0
ENSSSCG00000000189	LMBR1L	12.2264503213291	12.8942404325051	12.6980614370585
ENSSSCG00000000190	TUBA1B	666.642718657696	686.280556780986	598.947956953142
ENSSSCG00000000191	KMT2D	16.7185060608201	16.097131506299	18.5282602213395
ENSSSCG00000000193	TUBA1A	560.574348505281	578.241359489041	521.512651924823
ENSSSCG00000000194	TUBA1C	147.510392254147	153.535186698551	114.721940420024
ENSSSCG00000000195	PRPH	0.577889595434649	0.677374633921511	0.295186835444099
ENSSSCG00000000197	C1QL4	1.87229027803844	1.95882492422867	1.1737250551243
ENSSSCG00000000198		0	0	0
ENSSSCG00000000199		20.6731162000055	22.3455689332457	20.5829707651641
ENSSSCG00000000202		38.3710537723104	37.3074098521737	36.9367755741578
ENSSSCG00000000203		0.633971708071723	0.638400259128085	0.786915791701664
ENSSSCG00000000204	PRPF40B	7.39121641151063	6.5594387858383	8.08057707245787
ENSSSCG00000000205	FAM186B	0.569403296306937	0.500570548990261	0.698044851982069
ENSSSCG00000000206	FAIM2	0.124354475326177	0.0596300676552326	0.0762245335472807
ENSSSCG00000000209	NCKAP5L	19.0736947815755	18.2139768120433	19.3021498171019
ENSSSCG00000000211	AQP5	1.70330659042513	0.628280176537682	0.48187465092702
ENSSSCG00000000212	AQP6	0	0	0
ENSSSCG00000000214		0.828453254607839	0.794514608209652	1.2464430585306
ENSSSCG00000000215	SMARCD1	13.5031972193921	11.4341326844477	13.6611083339537
ENSSSCG00000000216		2.82048555562037	2.85950880347475	2.00052606739494
ENSSSCG00000000217		18.0765906562722	19.8808027716645	16.3154260172697
ENSSSCG00000000220	POU6F1	0.739988467849978	1.29031617182478	2.41224540878259
ENSSSCG00000000223		0.0483434024494887	0	0.0444489829432923
ENSSSCG00000000224	SMAGP	4.87792048090964	5.00446862248466	7.82261828922492
ENSSSCG00000000228	SCN8A	0	0.0469368268693082	0.0299994438626476
ENSSSCG00000000231	ANKRD33	0	0	0
ENSSSCG00000000232	ACVRL1	20.8428871248229	21.9676413434196	23.4197665250148
ENSSSCG00000000233	ACVR1B	11.0517589879669	11.3981412289901	9.758225404264
ENSSSCG00000000234	GRASP	13.9244143340673	15.7050362327356	20.5564471131828
ENSSSCG00000000235	KRT82	0	0	0
ENSSSCG00000000236	KRT75	0.158159257698068	0	0
ENSSSCG00000000238		0	0	0
ENSSSCG00000000239		0	0	0
ENSSSCG00000000240	KRT85	0	0	0.0383263806319281
ENSSSCG00000000241	KRT84	0	0	0
ENSSSCG00000000242	CH242-185F9.2	22.984177397761	25.7660135592451	4.99758177216619
ENSSSCG00000000243		0	0.202773697082144	0.145802046424515
ENSSSCG00000000244	PPBP	0.0467853946171585	0.0448687711315448	0
ENSSSCG00000000245		3.95770108632761	3.88593948887621	1.94939942127166
ENSSSCG00000000246		39.203808820154	42.6855469491183	10.1688420080682
ENSSSCG00000000247	KRT72	0	0	0
ENSSSCG00000000248	KRT5	0	0.0829926902743824	0
ENSSSCG00000000249		0	0	0
ENSSSCG00000000250	KRT2	0	0	0
ENSSSCG00000000251	KRT1	0	0	0
ENSSSCG00000000252	KRT8	0	0.0562106723186745	0
ENSSSCG00000000253	KRT18	0	0.136261048216661	0.0653179380555901
ENSSSCG00000000254		39.166322989443	35.4677855135645	49.5624326977046
ENSSSCG00000000256	ZNF740	15.8159257698068	17.5274737810891	17.6117787715465
ENSSSCG00000000257	ITGB7	0.125053095974696	0.0399767120235092	0.0383263806319281
ENSSSCG00000000258	RARG	106.331685559892	105.851076127309	96.506416067776
ENSSSCG00000000259	CSAD	5.1201252593516	5.30008490993917	6.68786790501151
ENSSSCG00000000260	SOAT2	0.0624096759347534	0.478823870367701	0.573821138058779
ENSSSCG00000000261	IGFBP6	64.8290268417265	65.6985087355036	102.391179410909
ENSSSCG00000000262	SPRYD3	59.7145304658627	56.9053317492793	57.8267330557067
ENSSSCG00000000263	TNS2	53.7167841559893	55.4234753462771	77.0905656941793
ENSSSCG00000000264		34.3516140887804	29.181315614172	35.1239608364557
ENSSSCG00000000265	ESPL1	2.22835227901465	2.01833914768655	1.77850866403348
ENSSSCG00000000266	PFDN5	119.454445565379	124.505359025403	116.123934221711
ENSSSCG00000000267	C12orf10	13.888775150743	14.5306949736861	14.7047694160537
ENSSSCG00000000268	AAAS	5.84644561286638	6.51128341489326	5.91735323505151
ENSSSCG00000000269	SP7	0.38555631206841	0.0739523009950808	0.0708993784899345
ENSSSCG00000000271	AMHR2	0.0372508478525298	0.107174457782279	0.205500095184641
ENSSSCG00000000272	SP1	36.7179686844262	39.0009801974825	41.3709161487319
ENSSSCG00000000273	PRR13	118.694757206082	121.994106660029	111.55665373901
ENSSSCG00000000274	PCBP2	841.975002134151	873.132662098708	860.354657814126
ENSSSCG00000000275	MAP3K12	10.4795078891977	9.25585563545039	10.7279693766821
ENSSSCG00000000276	TARBP2	24.4212479177616	24.195956795201	21.7638616657166
ENSSSCG00000000277	NPFF	1.43918864763606	3.58859915776828	2.646502662599
ENSSSCG00000000278	ATF7	33.3789689893068	34.5372393321309	34.80082229471
ENSSSCG00000000279	HOXC13	2.50669494181995	3.55792737009825	3.59542884252357
ENSSSCG00000000281	HOXC12	0	0	0
ENSSSCG00000000282		10.2497007314331	9.53193565197355	8.99564718989703
ENSSSCG00000000285	HOXC4	3.34097999584238	3.7381312270094	3.86824206348147
ENSSSCG00000000288	HNRNPA1	498.518285443277	466.904594727082	453.294201637409
ENSSSCG00000000289	NFE2	0	0.0685681934280114	0
ENSSSCG00000000290	COPZ1	120.59203391234	131.835188591923	115.087388822693
ENSSSCG00000000292	ZNF385A	40.0074896487988	39.7140806361477	48.9809680394702
ENSSSCG00000000293	ITGA5	1116.97178427701	1116.54293691766	1122.90820594784
ENSSSCG00000000295		0.0667783532501799	0.256170770646366	0.122797723544071
ENSSSCG00000000296		0	0	0
ENSSSCG00000000297		0	0.0320213463308218	0
ENSSSCG00000000298		0	0	0
ENSSSCG00000000299	TESPA1	0	0	0
ENSSSCG00000000300	NEUROD4	0	0	0
ENSSSCG00000000304		0	0	0
ENSSSCG00000000307		0	0	0
ENSSSCG00000000312		0	0	0
ENSSSCG00000000318	OR6C4	0	0	0
ENSSSCG00000000320		0	0	0
ENSSSCG00000000323	OR6C76	0	0	0
ENSSSCG00000000324	OR6C65	0	0	0
ENSSSCG00000000326		0	0	0
ENSSSCG00000000327		0	0	0
ENSSSCG00000000332		0	0	0
ENSSSCG00000000333		0	0	0
ENSSSCG00000000334		0	0	0
ENSSSCG00000000338		0	0	0
ENSSSCG00000000351		0	0	0
ENSSSCG00000000353		0	0.102632520291192	0
ENSSSCG00000000359	BLOC1S1	80.8815427798846	74.557164591265	75.4656159245905
ENSSSCG00000000361	CD63	1605.81071331694	1543.20521462403	1679.10085769273
ENSSSCG00000000362	RDH5	0.209336530564772	0.100380396021484	0.384945841832486
ENSSSCG00000000363	GDF11	13.7085643867121	13.0385021306939	15.2873182258786
ENSSSCG00000000364	SARNP	104.440078543147	101.527396660421	86.1330004009516
ENSSSCG00000000365	ORMDL2	62.1955250859865	71.1585474018609	69.4248567751632
ENSSSCG00000000366		54.2727954611984	50.6876032223316	52.3552811965446
ENSSSCG00000000367		28.4360802250485	30.6641501949319	29.9675239245903
ENSSSCG00000000368	MMP19	81.1742430329148	87.0232416279578	92.0982926584746
ENSSSCG00000000369	PYM1	22.1623638661772	22.8542519411759	19.5005901188126
ENSSSCG00000000370		16.4677145568723	15.1244343790259	14.9579593645069
ENSSSCG00000000371		0	0.0501901980107939	0.144354690687314
ENSSSCG00000000372		0	0	0
ENSSSCG00000000373	CDK2	8.22777751048373	9.04898634066728	7.56496902771337
ENSSSCG00000000374	RPS26	927.410337978264	1084.06145475596	952.335536851497
ENSSSCG00000000376		0.364687608769479	0.466330286371767	1.00592795379323
ENSSSCG00000000377		109.346041262001	114.252882280097	100.924917246979
ENSSSCG00000000379	ESYT1	83.08773774012	77.5231636682105	81.8740590372006
ENSSSCG00000000382		2.30012820075648	2.6744103519599	2.30198943242584
ENSSSCG00000000383		0	0	0
ENSSSCG00000000384	NABP2	38.2040578904769	34.3733185344324	43.7528950971721
ENSSSCG00000000385	SLC39A5	0.0498593976482325	0	0.137528560465285
ENSSSCG00000000386		17.5634516448235	16.8737020163679	14.8076251207268
ENSSSCG00000000388		0	0	0
ENSSSCG00000000393	PAN2	14.1646283113506	14.2182928323193	15.2158621620038
ENSSSCG00000000394		66.2447362722293	63.5309359852441	75.9074969171538
ENSSSCG00000000396	STAT2	39.3096395261998	40.9774672852657	52.6584082145971
ENSSSCG00000000397	APOF	0	0	0
ENSSSCG00000000398		1.29348566470819	1.290116226141	1.52228582906048
ENSSSCG00000000399	TIMELESS	3.45213276946659	4.14728943584573	3.12284371993333
ENSSSCG00000000400	MIP	0	0	0
ENSSSCG00000000401		0	0	0.043137373610547
ENSSSCG00000000402	RBMS2	36.0406700629751	41.2510285085715	41.444231696282
ENSSSCG00000000403	BAZ2A	20.9266442691951	22.644679283091	21.5684575544312
ENSSSCG00000000404		0	0	0
ENSSSCG00000000405	ATP5B	572.927006112164	585.033457154334	469.612842817131
ENSSSCG00000000406	PTGES3	181.585037445052	189.880340025691	162.082733430975
ENSSSCG00000000408		3.21318436141277	4.68931850033286	2.3120910290875
ENSSSCG00000000411		0.036826297748313	0	0
ENSSSCG00000000413		0.029696866254193	0.0284802961732841	0.027304563491934
ENSSSCG00000000414		0.258998138010411	0.124193974134407	0.297667397086478
ENSSSCG00000000415	SDR9C7	0	0	0
ENSSSCG00000000416	GPR182	0	0	0
ENSSSCG00000000417	ZBTB39	3.98175525845248	2.71445320908394	4.98424668122513
ENSSSCG00000000418	TAC3	0	0	0
ENSSSCG00000000419		0.245910466141939	0.1572242864032	0.075366851602612
ENSSSCG00000000420		0	0	0.287507677393435
ENSSSCG00000000423		250.807439807869	264.157092178796	307.285989914928
ENSSSCG00000000424		0	0	0
ENSSSCG00000000426		0.282389331102252	0.541641782479527	0.445098474386599
ENSSSCG00000000429		0	0	0
ENSSSCG00000000430		36.7321961521199	28.5595791599334	43.4468604186962
ENSSSCG00000000431		14.8839314706513	15.2300532797453	15.7010024631972
ENSSSCG00000000433	B4GALNT1	2.24051758040618	1.72946715044144	2.31125011580978
ENSSSCG00000000435		20.8481375716703	14.4944135879671	16.5569964329736
ENSSSCG00000000436		1.72633418221558	1.77112055857781	1.47652573400027
ENSSSCG00000000437		0.106561201995499	0.119228417189839	0.146965360624867
ENSSSCG00000000438		0	0.0409829517886002	0.0392910804857074
ENSSSCG00000000439	KIF5A	0.490716619107874	0.23530689281658	0.338389317789698
ENSSSCG00000000441		0.306135482503685	0.52846965215952	0.225179199653751
ENSSSCG00000000442	INHBE	0.189711230824422	0.454848669472267	0
ENSSSCG00000000443		0.122791945909463	0.0294404042269877	0.112900144233226
ENSSSCG00000000444		0.0716762288911153	0.0687399205671159	0
ENSSSCG00000000449		4.70117124414686	3.61579328922318	5.00720271423395
ENSSSCG00000000451		0.139898784741689	0.134167652224742	0.128628900360733
ENSSSCG00000000453	ATP23	6.71599438402457	8.01448553880967	8.06956469007056
ENSSSCG00000000455	LRIG3	8.97061019412535	8.23335617745323	11.5093324415305
ENSSSCG00000000456	SLC16A7	8.8899974915133	11.7180282857377	9.27636054020817
ENSSSCG00000000457		23.8286867724457	24.1673163487602	19.7682192367377
ENSSSCG00000000458	MON2	44.1196540269625	47.0170923029694	41.3801174057355
ENSSSCG00000000460		9.00167094481812	14.3269503660317	5.63507717986384
ENSSSCG00000000461	POLR2L	0	0	0
ENSSSCG00000000462	TMEM5	47.148981401449	47.4321960059507	43.085368419486
ENSSSCG00000000464	C12orf56	0.183121626828274	0.70247926137142	0.168369822044863
ENSSSCG00000000466		180.00318241032	185.178764526437	168.441898658054
ENSSSCG00000000468		1.72702637715911	3.72662220229903	3.37429089481399
ENSSSCG00000000469	LEMD3	8.52560751609261	8.91381937247368	9.62175086852702
ENSSSCG00000000471		0.612645442662125	0.881321458647761	0
ENSSSCG00000000472	LLPH	39.9396417940259	38.4779665719766	39.817245509015
ENSSSCG00000000473		30.1011054244282	31.4036756909518	31.229268779628
ENSSSCG00000000475	IRAK3	28.5595877948209	25.251882294296	29.0769296709733
ENSSSCG00000000476		0	0	0.232571446106929
ENSSSCG00000000477	HELB	8.881008616399	8.70827747616607	7.82534512784666
ENSSSCG00000000478	GRIP1	0.0358894768453845	0	0
ENSSSCG00000000480	IL26	0	0	0
ENSSSCG00000000481	IFNG	0	0	0
ENSSSCG00000000482	IL22	0	0	0
ENSSSCG00000000483		2.23303410550157	2.78742080586719	2.11832591040204
ENSSSCG00000000484		0	0	0
ENSSSCG00000000486		14.5224299819528	14.1872203581	14.722031911962
ENSSSCG00000000487	SLC35E3	12.4837871061377	14.062787112643	9.74729704693261
ENSSSCG00000000488	MDM2	139.556875660992	150.595105523834	127.876434890922
ENSSSCG00000000490		17.3898471334255	17.6896649825339	20.2865782624537
ENSSSCG00000000491		7.31381964168687	3.65958243781415	5.99369841110424
ENSSSCG00000000492	LYZ	0.116745372814629	0.335888248226058	0.107340667433643
ENSSSCG00000000493	FRS2	20.3203819556491	19.2586617550776	21.1012794635231
ENSSSCG00000000496	CCT2	236.73018718004	222.153634031777	217.064535559184
ENSSSCG00000000499	BEST3	0	0	0
ENSSSCG00000000500	RAB3IP	0	0.288827537560168	0.276904066922934
ENSSSCG00000000501		0.521705884767161	0.375250152314855	0.239839303798528
ENSSSCG00000000502	CNOT2	58.1821718829021	59.3790332763818	51.6468636582518
ENSSSCG00000000504	PTPRB	9.09591238720745	8.41504336433771	10.7273159746855
ENSSSCG00000000508		14.032328382308	14.8936494562639	14.9417495840708
ENSSSCG00000000509		17.27133879578	16.533897778627	18.3451314352538
ENSSSCG00000000510	TMEM19	31.4926467891497	33.2699527122218	33.1406813004411
ENSSSCG00000000511	RAB21	87.2296450882476	80.7480771754381	77.9722174978852
ENSSSCG00000000512	TBC1D15	34.7526373913232	37.2517657439529	32.3836889397563
ENSSSCG00000000515	TRHDE	0	0	0
ENSSSCG00000000516		0	0	0
ENSSSCG00000000517	CAPS2	0.311200092816595	0.335757806188005	0.572261235935949
ENSSSCG00000000519	GLIPR1	13.6765206708947	13.0166274750068	12.9886288989515
ENSSSCG00000000520	KRR1	15.4434985042818	18.1956980009968	14.0411113076604
ENSSSCG00000000521	PHLDA1	45.0625134400582	37.4542739859312	44.9837419153905
ENSSSCG00000000522	NAP1L1	336.699023723317	363.124704702375	350.283245549929
ENSSSCG00000000523	BBS10	2.74525604317074	3.02771208883867	2.42945136509236
ENSSSCG00000000524		0	0	0
ENSSSCG00000000527	SYT10	0	0	0
ENSSSCG00000000528	PKP2	3.46867167710377	2.10682963546253	1.91354667315992
ENSSSCG00000000529		17.179466086725	17.9132903270823	16.3577158565908
ENSSSCG00000000530		23.8701204816783	18.443554037139	22.8357561150562
ENSSSCG00000000531		3.1651449960637	3.06524040155538	2.8531069596784
ENSSSCG00000000534	IPO8	33.7866668230795	36.5050609247569	32.0046787979311
ENSSSCG00000000536	ERGIC2	53.7842574400922	57.3241699120961	51.4773874926797
ENSSSCG00000000539		19.3617710607289	18.6633290744518	24.8865208958993
ENSSSCG00000000540		0.085503653329336	0.0410004434453684	0.196539250231608
ENSSSCG00000000541	FAR2	17.4613824574246	16.3848146012086	14.7189052193539
ENSSSCG00000000543		18.2633644933496	20.748754564994	21.0547288966841
ENSSSCG00000000544	PTHLH	0.0766979554940852	0	0.282077466029312
ENSSSCG00000000545	KLHL42	21.7380777071584	21.0312284219205	19.3925898260255
ENSSSCG00000000546	MANSC4	1.27290116166621	1.03294665583461	0.900276565575924
ENSSSCG00000000547	MRPS35	32.3286597446518	30.6597829367161	28.4504459390566
ENSSSCG00000000548	REP15	0	0	0.390247002790361
ENSSSCG00000000549	PPFIBP1	93.6879289175137	107.343157439183	129.313021459714
ENSSSCG00000000550	SMCO2	0	0	0
ENSSSCG00000000551	ARNTL2	25.8344538332095	34.6089298727947	29.9552022585801
ENSSSCG00000000552	MED21	39.8815165244419	40.1008064004251	37.6636536334444
ENSSSCG00000000553	TM7SF3	43.2450651894681	44.6116430197929	54.3498972656924
ENSSSCG00000000554	FGFR1OP2	15.8240510848296	18.0382256623866	16.3236121074133
ENSSSCG00000000555		12.0484173658469	12.2625724108775	13.9303687286268
ENSSSCG00000000559	RASSF8	42.2571701596436	44.2944797154953	39.8006769559417
ENSSSCG00000000560	ETFRF1	16.2685083324452	21.1742081306154	13.8895336955685
ENSSSCG00000000563		0	0	0.0743027774573637
ENSSSCG00000000566		0	0.247587729362046	0.118683366828409
ENSSSCG00000000567		0.421314531547237	0.202027421645317	0.581061783333544
ENSSSCG00000000570		30.7461456097235	31.6042346051312	32.8526975815533
ENSSSCG00000000571		0.853296515738783	2.15950868534686	2.35367146406002
ENSSSCG00000000572	CMAS	53.7434990731957	52.0072169111971	45.2869279200082
