ensemble_geneid	gene_name	Horse_ESF1	Horse_ESF2
ENSECAG00000000438	VDAC3	212.227263435532	207.381791677765
ENSECAG00000000439	GSX1	0	0
ENSECAG00000000440	TMEM8B	4.52472926407164	3.56238795502048
ENSECAG00000000442	DBNDD2	51.072525281422	39.6877600939942
ENSECAG00000000444		0	0
ENSECAG00000000445	GML	0	0
ENSECAG00000000446	DZIP3	10.5243830564345	10.0445905418698
ENSECAG00000000448		0	0
ENSECAG00000000449	NIT1	10.2074025591217	9.1611454923925
ENSECAG00000000450	TMCO1	94.0680870835398	88.0880690425034
ENSECAG00000000451	HOXA2	0.823505477827734	0.567583524664126
ENSECAG00000000452	DLX2	12.4863138262602	4.97231196422126
ENSECAG00000000453	GCFC2	3.02213222520917	2.17551506088325
ENSECAG00000000454		0	0
ENSECAG00000000455	CEP19	17.5996855084158	13.8030088617103
ENSECAG00000000458	LTBR	174.776722510658	121.042847273479
ENSECAG00000000460	FAM185A	2.11743631511967	1.34791589391459
ENSECAG00000000461	HOXA5	15.148886443497	8.32990406376736
ENSECAG00000000462	ZC3H12C	7.71763633168178	4.92250094277882
ENSECAG00000000463	DOLPP1	8.75163972927903	11.6222739001048
ENSECAG00000000464		24.4611293742824	22.1228597775998
ENSECAG00000000465	PTPN6	0.164998725736277	0.300099300416013
ENSECAG00000000466	ELL	23.8637909679959	11.3326544767527
ENSECAG00000000467	TRMU	7.13139517809673	5.8485456914673
ENSECAG00000000468		28.7419923149514	13.0523189060425
ENSECAG00000000469	MINDY3	49.6916998230588	40.8612008324961
ENSECAG00000000470	NRROS	0	0.0479952892298645
ENSECAG00000000471	KIF1BP	41.1230586176868	33.7549634548532
ENSECAG00000000473	ATAD1	65.7096409007708	46.7260844262976
ENSECAG00000000474	GABARAPL2	190.656475953543	166.295460597098
ENSECAG00000000475	DNAH1	0.80472487765031	0.0854675471313706
ENSECAG00000000477	MAP3K20	45.6670662717064	49.9866149769375
ENSECAG00000000478	CA5B	40.2344937434521	69.6887577666993
ENSECAG00000000479	SETD3	58.1668357849911	56.2182021454456
ENSECAG00000000480	ABI3BP	45.5201405912823	25.0859944030602
ENSECAG00000000481	USP51	0.119455317752058	0.28968674053562
ENSECAG00000000482	BCL7C	49.9396143227896	47.5357291858377
ENSECAG00000000483		0	0
ENSECAG00000000484	PPARA	16.2442407450204	11.0986387688777
ENSECAG00000000485		48.526446162026	39.5433863955129
ENSECAG00000000486		0	0
ENSECAG00000000487	SYNM	15.8509717809484	4.96758093475793
ENSECAG00000000488	SPERT	0	0
ENSECAG00000000489	GNAI2	259.176604637227	482.024937911067
ENSECAG00000000492		0	0
ENSECAG00000000493	SLC26A8	0	0
ENSECAG00000000494		75.489102437852	89.6497968382472
ENSECAG00000000495	SLIT3	193.070071893254	118.624986843763
ENSECAG00000000496	PRR14	22.205130236781	28.8734332943981
ENSECAG00000000497	THOC7	34.647695383239	48.0656823207443
ENSECAG00000000498	ARL10	37.4056570668592	17.5374786846108
ENSECAG00000000500	IFI6	32.8088303912784	61.2102016014303
ENSECAG00000000501	UNC5CL	0.3950643863482	0
ENSECAG00000000502		18.684952472754	10.5862125689757
ENSECAG00000000505		0	0
ENSECAG00000000506	TSTD1	2.17425056072504	2.01321114231911
ENSECAG00000000507	XPO5	33.387911368944	28.6968770363789
ENSECAG00000000508		1.8002448769768	2.55049273581069
ENSECAG00000000509	G6PC	0	0
ENSECAG00000000511	CFL2	311.746976017436	269.379173901346
ENSECAG00000000512	LBH	339.232191473692	332.464726853228
ENSECAG00000000513	PRELID3B	142.779355666274	127.415494082825
ENSECAG00000000514	VSIG2	0	0
ENSECAG00000000515	SLC34A3	0	0.0688050548554376
ENSECAG00000000516	CHPF	62.9653592658812	53.2322079790829
ENSECAG00000000517	HTRA2	31.1700479243005	27.7001471515179
ENSECAG00000000518	ARID1B	35.7720142656052	26.8993925933221
ENSECAG00000000519		0	0.0514377099747238
ENSECAG00000000520	STK17B	13.025294929655	23.210306967312
ENSECAG00000000521		0	0
ENSECAG00000000522	KCNK16	0	0
ENSECAG00000000525	SLC39A12	0	0
ENSECAG00000000526	DHX38	12.0680202971098	13.0980763781677
ENSECAG00000000527	SLC4A1	0	0
ENSECAG00000000529	MAP1S	16.0227923828951	11.3113631240623
ENSECAG00000000530	EPHA5	0.183424854492976	0.133445080297669
ENSECAG00000000531		19.1472223127605	22.737707977126
ENSECAG00000000532	EPS8L1	1.2881529633773	1.16336588417625
ENSECAG00000000535	BPIFB6	0	0
ENSECAG00000000536	SEC23IP	81.0524509654128	65.1538665764143
ENSECAG00000000537		31.4437567142969	13.1043001350104
ENSECAG00000000538	ZNF385B	0	0.416829430681674
ENSECAG00000000539	DDX6	138.094140498727	125.101385055324
ENSECAG00000000540	CCDC174	32.7644364719885	25.3939272690717
ENSECAG00000000541	PTCH2	2.29677864484703	1.22638552146192
ENSECAG00000000543	CYBRD1	92.9466315827046	62.0041311200221
ENSECAG00000000544	HECW2	4.42806680674104	10.7879051291002
ENSECAG00000000545	RUVBL1	64.7434148300568	79.0669318348997
ENSECAG00000000546	CCDC62	5.17593495728117	4.57064888075991
ENSECAG00000000547	TM9SF4	75.6793219611199	67.2880072912227
ENSECAG00000000548	IGHM	0	0
ENSECAG00000000550	TDRD3	17.9900488969698	19.3237971087852
ENSECAG00000000551	PAX5	0	0
ENSECAG00000000552	TRIM58	0	0
ENSECAG00000000554	KPNA7	0	0.153782844254543
ENSECAG00000000555	PBRM1	31.7509178577553	34.0586446912839
ENSECAG00000000556	POLR2D	81.226757311601	51.0618190171316
ENSECAG00000000557	RPUSD4	10.4168543529912	12.6939208908225
ENSECAG00000000558	KIF5B	263.151646822882	263.469175498498
ENSECAG00000000559	SLC5A11	0	0
ENSECAG00000000560		0	0
ENSECAG00000000562	ZDHHC8	20.1806970518327	18.9918961303496
ENSECAG00000000564		0	0.764971071418184
ENSECAG00000000565	NSMAF	35.5993533235789	29.6044967994594
ENSECAG00000000566	RBM43	7.88609294287519	5.73728303563332
ENSECAG00000000567	NIPA1	7.03256763960402	8.4135156711674
ENSECAG00000000568	TMEM68	33.8375332390463	28.5044167736855
ENSECAG00000000571	AMTN	0	0
ENSECAG00000000572	FOXP4	32.1448675005555	31.8415302020688
ENSECAG00000000574	NIPAL4	7.55505359358715	2.71343516704205
ENSECAG00000000575	HOXA6	8.74847858074549	2.97018635030889
ENSECAG00000000576	FBXL15	8.34630441864649	4.94365310562931
ENSECAG00000000577	DAD1	250.999032030572	268.91396034301
ENSECAG00000000578	NIN	10.7097317384041	13.7009214501803
ENSECAG00000000579	ADAMTS17	10.7844881413517	1.98284709344985
ENSECAG00000000580	GBA2	34.240224288952	31.0854465500599
ENSECAG00000000583	C4H7orf57	0	0
ENSECAG00000000584	COX7A2L	149.24971037779	118.007266822045
ENSECAG00000000585		0	0
ENSECAG00000000586	KIFC2	1.61380692368933	0.556140940488219
ENSECAG00000000587	PRRG3	0	0.258376487747596
ENSECAG00000000588	SEMA6C	7.03894770096233	5.35164298003999
ENSECAG00000000589	HMGCS2	0	0
ENSECAG00000000590		50.1701941974555	41.463742386153
ENSECAG00000000591	TRAF3IP2	59.3268159230298	38.1909503276004
ENSECAG00000000592	SS18L2	13.8140289092067	17.8244742446387
ENSECAG00000000593	PTN	12.7024896196241	66.242971891676
ENSECAG00000000594		34.8733372350568	15.0799625144827
ENSECAG00000000595	SLC30A9	61.7968117996221	76.2584828623254
ENSECAG00000000596	KIF13A	17.5596172463646	18.7102698644777
ENSECAG00000000597	MEI1	0	0
ENSECAG00000000598	C19orf18	0.488186705987138	0
ENSECAG00000000599	PCDH7	168.67597835344	89.5453315470357
ENSECAG00000000602		0	0
